income,race,sex,marital.status,relationship,education,hours.per.week,capital.loss,capital.gain,education.num,fnlwgt,age
>50K,White,Male,Married-civ-spouse,Wife,Masters,47.37247150280418,2278.6783121967237,25152.996404875965,14.0,468095.3595234221,21.03961794044917
<=50K,White,Female,Never-married,Own-child,HS-grad,46.67692330050992,88.77985724856562,42403.553431947505,9.0,866133.6219649402,59.49495779478666
<=50K,White,Male,Never-married,Own-child,HS-grad,93.10799556038371,568.6923952553632,64954.31132875424,9.0,921943.1818733155,49.6399158356899
>50K,White,Male,Separated,Own-child,HS-grad,93.73777671545207,3782.889006962803,37385.492595717114,9.0,722598.0770643309,37.492597856376676
<=50K,White,Male,Married-civ-spouse,Wife,Assoc-voc,63.89000759560959,903.7527299472943,83956.89649740035,11.0,201287.9055200528,76.58104706533433
<=50K,White,Male,Married-civ-spouse,Husband,7th-8th,80.72024557726722,1798.241218211314,6710.090842963854,4.0,528720.7497412568,54.945166879686425
<=50K,White,Male,Never-married,Not-in-family,Bachelors,66.82198608773406,2670.5333165173147,85105.52961260812,13.0,275583.40284820506,82.9476535655333
<=50K,White,Male,Never-married,Own-child,Some-college,5.020865873032536,518.9080014263494,46407.91928940731,10.0,985988.867048077,86.52644789786775
<=50K,Black,Female,Married-civ-spouse,Wife,Assoc-voc,95.41977666812252,1040.386161525671,82443.36213845022,11.0,203117.97536092033,23.710255178203205
<=50K,White,Male,Never-married,Other-relative,5th-6th,66.79778961396956,1834.4676718607357,3772.2812659985516,3.0,339843.5086593019,45.72880154741493
>50K,White,Female,Married-civ-spouse,Husband,HS-grad,60.976948914466476,1675.0290653744466,45428.368652634636,9.0,695735.9944314453,72.67628433729885
<=50K,White,Male,Widowed,Unmarried,HS-grad,25.660792948053455,4330.673031963235,86040.60889806507,9.0,393934.2552117842,17.45347410705781
>50K,White,Male,Married-civ-spouse,Husband,11th,70.22076108277302,58.9102070711121,11067.3927005062,7.0,753270.8617524653,27.090382694934174
<=50K,White,Female,Divorced,Unmarried,Some-college,78.49146368284693,56.49838095365899,54423.82678760925,10.0,927052.7517971349,50.053600092969035
<=50K,White,Female,Never-married,Not-in-family,Bachelors,11.263246437910077,2321.2915438802756,9974.426818195881,13.0,1178144.7629987267,33.86025675266724
<=50K,White,Male,Never-married,Unmarried,Some-college,26.048921689769603,1745.1246372243172,28753.537823342293,10.0,1220453.6990776474,47.091984557711946
>50K,White,Male,Never-married,Own-child,HS-grad,6.69674225368438,3606.5181176555484,20736.564752187787,9.0,693259.0693216738,36.48621999301353
<=50K,Black,Female,Never-married,Not-in-family,5th-6th,2.6969645092106065,2556.8555218421084,124.98324124431639,3.0,89909.2638449729,18.731747685912527
<=50K,White,Female,Never-married,Unmarried,Bachelors,31.155062490274474,1338.3177316166475,80992.3428893584,13.0,1107011.227908973,45.09247429426573
<=50K,White,Male,Married-civ-spouse,Wife,11th,11.655052599165401,1327.5772216544015,2484.7408161735493,7.0,35506.97197374537,26.696926645984618
<=50K,White,Male,Never-married,Own-child,11th,63.75924499299391,2110.31595561495,89.08877595075295,7.0,529415.5505754654,58.79966438190264
<=50K,White,Female,Never-married,Not-in-family,HS-grad,71.69395498935457,3793.975443011432,61998.02726942328,9.0,1028605.7317214767,63.685735925214566
<=50K,White,Male,Never-married,Own-child,9th,63.54311564658541,2209.052331458179,21084.946245648636,5.0,358527.70906660793,83.50216213243164
<=50K,White,Male,Never-married,Unmarried,5th-6th,25.19264074373006,567.7553020549301,954.3552750045042,3.0,105892.43991672121,25.837798604337326
>50K,White,Male,Married-civ-spouse,Husband,Some-college,29.824034915956258,4033.6299631593347,60398.23365679955,10.0,442066.2323885277,68.80633430814763
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,66.2819955570095,3334.656382197366,85767.78819804976,9.0,887904.7665150078,49.07016675635195
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,4.68658228837341,427.2152830941344,53457.54499647623,13.0,931543.7141895562,64.87889724297358
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,28.20114140932677,1953.5046129386565,40506.36979828982,9.0,889920.453901658,20.300756331395327
>50K,White,Male,Divorced,Not-in-family,Masters,24.951381002083426,1257.4132996323817,754.5287958082848,14.0,496856.2178659289,32.19305532729047
<=50K,Black,Female,Divorced,Own-child,HS-grad,9.311827862785027,291.0383690571873,10454.965691409676,9.0,366255.21007598424,37.07876070459301
<=50K,White,Female,Never-married,Own-child,Assoc-voc,66.5879074423267,1136.9765953073581,44436.02687718535,11.0,83157.04961582745,50.21872619713713
>50K,White,Male,Married-civ-spouse,Husband,Some-college,91.9605842199058,641.9805761588586,95827.5800611227,10.0,74659.44270550332,73.29663291143109
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,91.8033812189589,3991.528115242373,53282.49994500328,9.0,986187.6747668213,56.71074982640431
>50K,White,Female,Divorced,Unmarried,Some-college,50.08584681909537,2497.693759125431,6658.010297251389,10.0,411358.8681334134,79.84060671540254
<=50K,White,Male,Divorced,Not-in-family,HS-grad,64.00129436201,3483.777490842634,89736.15235973959,9.0,557764.6615977436,47.50334954183968
>50K,White,Male,Never-married,Not-in-family,Some-college,41.03705770838555,3019.9516691902563,90934.44733341993,10.0,1177048.6667566632,31.914781947539606
<=50K,White,Male,Never-married,Not-in-family,HS-grad,26.521739198735215,2607.352926626172,88700.32936946185,9.0,205562.5567937775,80.68505967134888
<=50K,White,Male,Never-married,Own-child,5th-6th,18.015684744945194,2515.4840440399703,3135.6803082272677,3.0,205597.56841950119,22.943991804708055
<=50K,White,Female,Never-married,Not-in-family,Some-college,77.43320811164054,2248.8809767972025,82778.5108795127,10.0,580820.5867438097,23.983655782562124
<=50K,White,Male,Married-civ-spouse,Husband,10th,37.98720641910105,261.56785328086124,42473.92727696746,6.0,166191.93541688513,67.05893500177666
<=50K,White,Male,Separated,Not-in-family,HS-grad,41.22202595924076,110.33095007897987,62159.539654706525,9.0,973487.2993950265,27.749457911771295
>50K,White,Female,Married-civ-spouse,Husband,Bachelors,50.29074480214271,455.25451720882097,47477.16612503637,13.0,150609.91397682767,29.20115533014844
<=50K,White,Female,Never-married,Own-child,Some-college,76.96898889640192,2344.728688321222,16652.271713181075,10.0,1111613.0096423798,45.55932615261786
<=50K,White,Female,Divorced,Not-in-family,HS-grad,12.752160316891253,4216.36283566899,29066.368844881952,9.0,1207842.6717140109,49.19973553558981
<=50K,White,Female,Separated,Not-in-family,HS-grad,46.62978571814474,1226.8330205969464,1907.7166885351894,9.0,111034.53458712889,55.172398752659596
>50K,White,Male,Married-civ-spouse,Husband,Some-college,73.83402118605612,3441.6894394532665,21539.982238012588,10.0,354106.2883898272,45.984831696435776
<=50K,White,Male,Never-married,Not-in-family,Bachelors,29.377481386554823,2183.5005068324485,24771.15780079274,13.0,379146.2757696292,65.91991318500098
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,22.558155448780095,174.4212926546753,55066.389483821185,9.0,479734.80339959514,75.22254976140775
>50K,White,Male,Married-civ-spouse,Husband,Assoc-acdm,34.91151763068331,2406.264130027447,59532.59527159612,12.0,1398554.2969922398,88.65544794049114
<=50K,White,Female,Never-married,Not-in-family,Assoc-acdm,22.546730314948416,998.6911375908409,16943.786500947623,12.0,1033152.0788363673,44.646469010750394
>50K,White,Male,Married-civ-spouse,Husband,Assoc-acdm,29.114329921216882,624.2396574186644,15526.101698459062,12.0,1092264.294140074,37.67280402987481
<=50K,Black,Male,Separated,Not-in-family,Some-college,72.47323847280123,2687.12262034026,9246.505279193541,10.0,561925.1804004885,80.17996417450928
>50K,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Bachelors,58.119339810250864,2004.8674280211371,53988.5877747225,13.0,629568.2490020596,34.290989811122515
<=50K,White,Female,Divorced,Not-in-family,Bachelors,82.44629211134227,2694.763747857091,75953.27436195973,13.0,24509.2349139847,25.065400677140822
<=50K,White,Female,Divorced,Unmarried,HS-grad,49.05136542465323,576.5746540750517,33234.07076954942,9.0,648410.3207789302,33.97670447760258
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,40.67604534973857,1699.7775558070396,59968.7157133351,13.0,308934.15157537226,23.72581906128127
>50K,White,Male,Never-married,Own-child,Bachelors,86.16493860808094,1988.2959185529207,92782.98420537845,13.0,675523.7026099765,20.396796316385096
<=50K,White,Female,Never-married,Not-in-family,Some-college,36.55780630516454,2329.673940206754,65770.38049483308,10.0,458371.7003166043,59.83293366701099
<=50K,White,Male,Separated,Not-in-family,Assoc-voc,38.85055780235488,1006.9140336620912,42976.778193146,11.0,74208.5746897329,70.65829082806276
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,18.191068348132006,1693.7011391710241,92718.52092977063,13.0,241076.25674575346,53.48122316265819
<=50K,White,Male,Never-married,Unmarried,Some-college,89.54721067581741,3758.0478319963786,71924.5542171181,10.0,948351.6345845471,59.007987396102536
<=50K,White,Male,Married-civ-spouse,Husband,Masters,97.42845992885701,1585.320437445617,45137.938855647255,14.0,332529.6551754356,39.991279082445246
<=50K,White,Male,Separated,Unmarried,HS-grad,66.35593298156866,3892.6493949270725,69197.66667167755,9.0,631669.775323567,89.86246682088678
<=50K,White,Female,Never-married,Other-relative,Some-college,16.866324621635513,154.46730593589132,94006.48699393615,10.0,1015540.0273231494,50.24264157489057
<=50K,Black,Male,Married-civ-spouse,Husband,HS-grad,75.79404040147986,2684.4751412372684,70259.36958083356,9.0,684553.7629865322,82.95570112118769
>50K,White,Male,Married-civ-spouse,Husband,Prof-school,61.30028593253736,1817.0178520314034,16327.064723962403,15.0,95711.74811452144,64.58802350575871
<=50K,White,Female,Married-civ-spouse,Husband,7th-8th,83.35729798323555,1405.2506983864616,5333.604535262951,4.0,479918.8031786788,64.87357971962685
>50K,White,Male,Married-civ-spouse,Husband,Masters,21.737222262525844,870.5568968557984,43182.994189638244,14.0,86322.23582511646,53.29746831235256
<=50K,White,Male,Divorced,Not-in-family,HS-grad,83.423988596321,1842.5685910497941,6609.763180148119,9.0,695505.5343996004,29.31606286048185
<=50K,White,Male,Widowed,Unmarried,Masters,81.80136282084099,1791.5081711600913,86617.48489093133,14.0,486652.2258698394,41.03165058231117
<=50K,White,Female,Widowed,Not-in-family,Bachelors,56.62013576355598,1953.5354473727907,66947.17750577338,13.0,290121.6305506908,72.7029419307286
<=50K,White,Male,Divorced,Not-in-family,7th-8th,52.1766080529656,3217.990521754049,3000.07881662505,4.0,183194.42239185772,32.54733205317922
<=50K,White,Female,Divorced,Not-in-family,Masters,85.0142463332473,145.758417364437,72599.51458273431,14.0,539284.0416333264,30.810875675910175
<=50K,White,Female,Never-married,Unmarried,10th,33.977070657846944,2753.6346045596893,79991.51759888891,6.0,78641.48982957882,70.85150156693663
>50K,White,Male,Married-civ-spouse,Husband,Prof-school,55.88556856322677,1103.1195864297572,94324.58111804347,15.0,214778.80903341173,38.886858078833285
<=50K,White,Female,Never-married,Other-relative,Some-college,28.429562102084134,3796.544898608465,75250.34541016322,10.0,958691.7630799174,43.890050252479725
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,58.52856209758421,358.2042801238969,48829.31020760938,9.0,1238695.1950541306,62.461851404118235
<=50K,White,Male,Married-civ-spouse,Husband,Bachelors,40.984304763367426,991.1593294204305,51715.108039969884,13.0,447218.7842945872,51.20098066075033
<=50K,White,Male,Never-married,Own-child,HS-grad,18.8750537930174,1434.7808065480533,78141.1073639108,9.0,475662.7555159132,29.25836940693545
<=50K,Asian-Pac-Islander,Female,Married-civ-spouse,Husband,Some-college,24.08472575192681,3672.612992464409,28962.62655951626,10.0,1396547.0642167653,56.413594470569365
<=50K,White,Female,Married-civ-spouse,Husband,Some-college,59.88888190421528,2967.051235838836,71209.79935119982,10.0,1293447.9953828927,71.33604563351406
>50K,White,Male,Married-civ-spouse,Husband,Some-college,58.23289229099641,1849.256027276304,11880.884915404242,10.0,760340.5453563278,83.06967535445476
>50K,White,Male,Married-civ-spouse,Husband,Some-college,29.798653518889537,1706.7848710475919,22195.658055346434,10.0,130044.94722005955,71.97568262153267
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,64.24887994742576,1659.637337162744,68638.5083846648,13.0,484964.4331462372,62.924783068808146
>50K,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Bachelors,36.048337731555726,935.5810030239236,90673.34548231716,13.0,661674.1174119763,29.551914038965933
>50K,White,Male,Married-civ-spouse,Wife,Some-college,78.38721920705011,2209.072683655973,63340.58800488083,10.0,918788.2835191634,83.85088289069232
<=50K,White,Female,Never-married,Own-child,Some-college,25.445465279028795,4148.7530561936,46027.957562729665,10.0,1050316.5922818726,85.89281813634526
<=50K,Asian-Pac-Islander,Male,Never-married,Not-in-family,HS-grad,87.26799225632136,1545.5642116987283,78434.81960257444,9.0,486230.6996019408,22.801939314737194
<=50K,White,Female,Married-civ-spouse,Husband,10th,42.49439569821312,1318.8491463435012,21910.66178937218,6.0,149517.64037768327,64.98378917745069
<=50K,White,Male,Never-married,Own-child,Some-college,9.776549586520186,274.33718998412866,18104.48586262387,10.0,1188855.4394524181,68.07612829751514
>50K,White,Female,Married-civ-spouse,Husband,Some-college,55.11464678682046,3216.626476432666,99450.95778929122,10.0,882110.4311722774,51.963476094584905
<=50K,White,Female,Married-civ-spouse,Husband,Some-college,77.28225883092249,2043.8881072779873,27133.146237249995,10.0,1440580.4995229468,23.77670530386657
<=50K,White,Female,Married-civ-spouse,Husband,Masters,6.342701897275491,1134.377136815196,9099.994105086946,14.0,82125.51924806522,79.09778240193987
<=50K,White,Female,Divorced,Not-in-family,7th-8th,21.869890755693618,3353.5539044370994,8358.13562103949,4.0,411302.001874768,57.92972723005362
<=50K,White,Male,Married-civ-spouse,Husband,Some-college,39.468478707765485,2476.467456653311,96934.34617672504,10.0,1436145.844030906,22.025864502261776
>50K,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,HS-grad,46.61132879720911,4052.8634729932282,88419.55873198822,9.0,856578.2424147086,43.26145397022671
<=50K,White,Male,Never-married,Other-relative,HS-grad,83.25994459524885,686.5034008482799,71391.62155641134,9.0,927984.8312781766,55.07478369950786
<=50K,Black,Male,Never-married,Own-child,Bachelors,82.02145060849192,709.7577331714097,95588.99582352978,13.0,110850.29888322418,81.43092666373505
>50K,Black,Male,Divorced,Not-in-family,Bachelors,37.01261208293102,510.1758033199018,71382.54620804383,13.0,184399.7340102412,77.23472489536275
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,62.86333027255161,2234.3807451870803,82084.5604570511,9.0,257942.10408471775,88.79007791762949
>50K,White,Female,Divorced,Unmarried,Bachelors,78.40028215574893,1878.530354946669,55235.232946851174,13.0,743223.2137994585,33.80384341273312
<=50K,White,Male,Never-married,Other-relative,HS-grad,27.37053551562547,1311.8913667811762,15866.352113034547,9.0,368712.20106288244,45.860661363285374
<=50K,White,Male,Never-married,Not-in-family,Assoc-acdm,94.87380772651895,266.31635799086973,83117.85945323366,12.0,429516.96897450136,51.41619880717782
<=50K,Black,Male,Never-married,Not-in-family,Bachelors,25.96184027661528,1793.0562836166,52708.59205233714,13.0,83387.5578626203,65.15781171979745
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,76.3918352371203,1127.0032224799304,38510.74445665723,13.0,895413.2042789337,27.07434340971186
<=50K,White,Male,Married-spouse-absent,Unmarried,HS-grad,46.04455515750929,4287.787967358236,52083.905446804565,9.0,654153.5312222877,57.12982897785349
<=50K,White,Male,Never-married,Unmarried,Bachelors,67.59226530650616,1852.39348233544,93730.49125440385,13.0,595072.7129715581,38.73578527948745
<=50K,Black,Female,Never-married,Own-child,HS-grad,77.96855332375672,1270.6880833929577,90072.02851652658,9.0,530689.4762972274,73.98084419298516
>50K,White,Male,Never-married,Not-in-family,Bachelors,23.710975491899465,2773.9304268836468,40496.82829144022,13.0,266258.31581455714,18.49157158023323
>50K,White,Male,Divorced,Not-in-family,Prof-school,52.578773489549874,1627.3536897397466,7536.1877032307675,15.0,242977.6819637205,78.77370436082323
>50K,White,Female,Married-civ-spouse,Husband,10th,20.476790270738487,2877.801103069598,11173.171123660743,6.0,39758.479793976825,50.184651878064805
<=50K,White,Male,Never-married,Not-in-family,HS-grad,6.335155033551845,2420.120805263336,94886.10315647491,9.0,794763.1297479401,59.34168603267802
<=50K,White,Female,Never-married,Own-child,Bachelors,52.93958056793357,2165.8109846686525,5263.930983295365,13.0,1048512.7606322315,55.6830715426399
>50K,White,Male,Married-civ-spouse,Husband,Assoc-acdm,17.995355911031425,1706.175368049449,36597.74431371186,12.0,1025124.6154994841,25.167271863718234
<=50K,White,Male,Never-married,Own-child,11th,15.250978627524061,2823.3386100205717,11195.466747408089,7.0,169403.6999511057,22.573118259134525
<=50K,White,Female,Never-married,Own-child,11th,18.249315963534663,680.2629692335524,5020.78698966195,7.0,183654.0826390231,42.936999313831805
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,86.21835777895485,2900.8608806801503,45202.92583362378,9.0,815894.3692325768,61.598411258693844
<=50K,White,Female,Widowed,Not-in-family,HS-grad,11.920621718988691,3789.7660422340828,88583.41780165708,9.0,1170624.2081269019,75.78375438523999
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,33.27222800843301,268.57223946279714,16382.255333792327,9.0,879696.6826181534,55.14405238951386
<=50K,White,Female,Never-married,Not-in-family,HS-grad,88.21890162037536,4136.695245788584,89874.12472994623,9.0,634781.6713944841,50.08315973094147
<=50K,White,Female,Never-married,Not-in-family,Some-college,35.75075022187924,1230.8919149473218,74088.54981348888,10.0,951849.4576284159,69.96700123487601
<=50K,White,Female,Married-civ-spouse,Husband,Bachelors,29.75601461998195,2056.970462812723,450.8489772326751,13.0,851903.5497356796,80.15025070242025
<=50K,White,Male,Never-married,Not-in-family,HS-grad,36.45172029199719,757.7693931613351,43044.79514631778,9.0,143814.09812802236,78.18131636037924
>50K,White,Male,Married-civ-spouse,Husband,Doctorate,19.128320187773355,1461.5357712548548,74357.17260827466,16.0,164384.81868169777,79.57516904101996
<=50K,White,Male,Never-married,Not-in-family,10th,53.778732880000085,1997.3926250672966,58829.12697777866,6.0,37237.515974656344,61.81229495058792
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,49.95279585657319,3423.991294509612,24969.43677310801,9.0,1000050.7130080501,73.13410206085898
<=50K,White,Female,Never-married,Own-child,HS-grad,17.410451962287862,3569.10607439935,75022.926551474,9.0,1217589.9784566178,72.60147818277156
>50K,White,Male,Married-civ-spouse,Husband,Some-college,50.25049446751134,2234.592149089103,98904.29683747319,10.0,1404292.3367285752,71.041876643503
<=50K,White,Female,Divorced,Unmarried,Some-college,80.7747029237604,4332.498851194099,20575.938155874355,10.0,972168.9784538198,41.31781402176373
>50K,White,Male,Married-civ-spouse,Husband,Doctorate,62.168945186489886,2102.871499218584,35247.104498381166,16.0,209541.1834129965,32.856846599652116
>50K,Amer-Indian-Eskimo,Male,Married-civ-spouse,Husband,Bachelors,61.5845625506758,2265.146374351707,38722.03645965804,13.0,789257.6588968539,40.82267430877404
<=50K,Black,Male,Divorced,Unmarried,Bachelors,95.26115107318381,963.4715264590502,52698.758437226345,13.0,526441.1158934769,42.08506595263883
<=50K,White,Male,Never-married,Not-in-family,HS-grad,65.61917687812412,599.4655216989669,73972.68675017863,9.0,563467.7146173358,65.34025774961445
<=50K,White,Male,Married-civ-spouse,Husband,Some-college,25.40728725887754,875.4661697041131,75372.46608055085,10.0,1434001.2820926541,26.36249527518854
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,87.57631855491505,1441.9835153073677,27378.15871982109,9.0,124897.27883168582,41.36996838479022
<=50K,White,Female,Married-civ-spouse,Husband,11th,36.199020139923,961.8524328546397,13951.387363696886,7.0,561205.3999530153,77.02394640217717
<=50K,White,Male,Married-civ-spouse,Husband,11th,40.700923496305656,854.0533705650771,3654.942129881462,7.0,115038.0929175005,40.886678280129004
<=50K,White,Male,Never-married,Own-child,Some-college,3.6015075337261697,2247.6088188055865,3703.0281078574135,10.0,1323692.778460705,82.17346131288029
<=50K,White,Male,Divorced,Unmarried,HS-grad,59.34631167304957,3838.6034777168406,46778.65351029564,9.0,687139.0331852016,41.652888017925164
<=50K,Black,Female,Married-civ-spouse,Husband,Bachelors,21.71083552512894,1921.9462535335178,18861.008859369147,13.0,655310.5646038684,79.05837063176833
>50K,White,Male,Separated,Not-in-family,Some-college,85.28389648479305,1762.5607248979356,92523.91016979967,10.0,331259.03979545896,76.81651433251656
<=50K,White,Male,Widowed,Not-in-family,HS-grad,80.87685781875341,3091.571869172209,5455.492447201907,9.0,1023117.8952377579,63.47196868721081
<=50K,White,Female,Married-civ-spouse,Husband,Some-college,13.98577264342424,153.64132990132134,94533.9455749697,10.0,616925.384271204,78.2621332797192
<=50K,White,Female,Never-married,Own-child,HS-grad,48.71685941709043,3439.4000350095985,3029.5466068419823,9.0,947672.8344424939,30.266490958411037
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,52.08382098675051,3126.223909993511,19135.32892637858,9.0,792185.2940072299,49.07749665948991
<=50K,Asian-Pac-Islander,Female,Never-married,Own-child,Assoc-voc,22.81338498296411,1681.3897347177926,19624.526512400447,11.0,117524.35808494446,55.238566540651135
<=50K,White,Male,Divorced,Unmarried,Some-college,76.69310461367884,3879.1082440203895,71794.90241105304,10.0,1287022.6757656245,34.156212487194
<=50K,White,Male,Divorced,Not-in-family,Some-college,89.34506390650812,3545.6562474910756,72250.42038816227,10.0,332061.78529763315,70.72935948866274
>50K,Black,Male,Never-married,Own-child,Bachelors,17.670345832723456,6.5077245934880565,46693.02291650966,13.0,332618.0531425477,51.91464365511553
