Seniority,Dept,Education,PerfEval,Gender,JobTitle,Bonus,BasePay,Age
4,Operations,Masters,4,Male,Manager,6978.6624429311905,139275.24838605456,52.26839856612746
2,Sales,College,5,Male,Manager,4250.264533897956,97533.21158954677,35.43673148702252
5,Administration,Masters,2,Female,Marketing Associate,6927.745246339429,69748.1622810136,18.51592224938542
4,Sales,High School,3,Female,Marketing Associate,3421.8001683851635,129094.58725317751,61.54746413363821
3,Administration,High School,1,Female,Financial Analyst,3689.1353565064355,104589.42316286167,53.67737916578901
3,Operations,Masters,5,Male,Manager,7230.366163470353,91301.3087892335,54.51103947671098
4,Operations,PhD,1,Female,Financial Analyst,4525.702028110118,69093.27360759917,38.48659330293149
3,Engineering,College,3,Male,Warehouse Associate,2801.8313576069913,123739.52605864737,55.077138743261415
4,Administration,College,4,Female,Data Scientist,3804.9799690075297,64309.64659529334,30.500199312667622
4,Sales,High School,4,Female,Graphic Designer,6275.842233649504,92767.03365977811,34.895584212871896
3,Administration,PhD,4,Male,IT,3417.9334827375255,96836.67424820422,43.64165703445012
2,Administration,Masters,1,Female,Financial Analyst,8308.867537366224,95510.87847293612,18.120747609438197
2,Operations,PhD,4,Male,Sales Associate,10583.672408409846,124532.38254861499,24.58474349736808
3,Management,High School,2,Female,Graphic Designer,7784.527401313244,78583.0870294114,19.202596689099625
2,Sales,College,1,Male,IT,8139.391146309963,87295.04912619902,40.96454121087017
4,Engineering,High School,3,Female,Graphic Designer,7033.728000072435,103157.06394870364,27.60117948648916
3,Management,Masters,1,Female,Marketing Associate,9052.580182331605,93354.29723084539,25.84698646264259
3,Management,High School,3,Male,Manager,9807.287302051756,83240.72552568578,35.13505886487428
4,Operations,College,2,Female,Warehouse Associate,3855.1087617614658,118816.06007677245,54.92758236480411
1,Administration,High School,2,Male,Driver,4093.170057948138,63970.243867032696,21.603595861925506
3,Engineering,College,1,Female,Graphic Designer,7287.242228572521,55939.6152316903,54.08076414625016
4,Sales,Masters,1,Female,Graphic Designer,8445.1304689904,93290.0019291787,43.22761624206267
1,Sales,College,1,Male,Driver,5371.338268009862,46212.895091935025,42.79426049751896
4,Operations,College,4,Male,Financial Analyst,6779.840732704073,104228.17178121953,27.822580811542558
5,Operations,High School,2,Male,Graphic Designer,5858.263460170192,115935.82412882612,22.457791749054664
5,Administration,High School,2,Male,Sales Associate,5417.7633425812965,98552.56832851954,40.368621414623675
3,Management,Masters,4,Male,Driver,10096.20218840177,85798.70099162895,21.768132572952283
4,Sales,PhD,4,Male,Warehouse Associate,7168.025728484798,105130.97022963429,29.64795623518652
4,Engineering,High School,5,Female,Driver,6583.881246858204,98001.84443518081,21.243240244016086
4,Operations,College,2,Female,Graphic Designer,5741.025587304104,76741.50275265916,53.218063395767714
2,Engineering,Masters,1,Male,IT,5615.531416565902,118112.47628602253,36.51085674059689
5,Operations,College,3,Male,Software Engineer,6134.6676015570665,108886.33190824561,54.115729112714845
5,Management,High School,1,Male,Driver,4952.339966747384,110222.4708002697,54.03288916469576
4,Engineering,PhD,4,Male,Warehouse Associate,3639.443533234679,57414.14795747545,35.718933078738814
5,Sales,PhD,3,Male,Driver,4479.523047277025,133259.17850794573,63.763453981630846
4,Management,Masters,5,Male,Data Scientist,5196.278672606684,112931.1989527734,20.827529684549262
3,Management,High School,1,Male,Graphic Designer,10145.278476207282,92934.62721946952,64.99766738928797
4,Administration,College,5,Female,Marketing Associate,6930.781650087731,90454.13791705109,28.98811324511935
3,Administration,College,2,Female,Marketing Associate,7716.025447795915,79065.69573773208,27.462437484401743
3,Administration,High School,1,Female,Sales Associate,8125.103996537728,112679.03162567882,18.466753808697742
3,Management,College,5,Male,Driver,5180.304585481297,86038.5752732516,43.80161158596747
4,Administration,College,5,Male,Manager,2578.6330716205875,65418.46916350167,63.48423598859988
5,Sales,PhD,3,Female,Sales Associate,4597.117453741468,97835.7562568776,37.66449667154386
3,Sales,College,3,Female,Warehouse Associate,6858.8518966857755,117459.75794888395,36.43317739886007
1,Operations,College,1,Female,Warehouse Associate,5833.124233915876,94307.59432081047,63.19988401092971
1,Management,High School,1,Female,Driver,8252.32472507271,112297.25040440087,21.172986991550847
4,Operations,College,1,Female,Manager,7696.179279903847,87322.76410666615,62.67383163694002
2,Engineering,Masters,4,Female,Graphic Designer,4633.738562546623,71872.09699111417,30.146579880176322
5,Administration,High School,3,Male,Graphic Designer,5469.069930625123,122062.87261235515,22.448240129023745
1,Administration,PhD,2,Female,Warehouse Associate,5756.144644634362,100507.10883055408,18.677028535146572
1,Engineering,High School,3,Male,Financial Analyst,10014.038871878805,64363.496632602066,46.30346980995698
3,Operations,College,1,Female,Graphic Designer,8485.823062440719,101593.0045546939,42.381103024699314
3,Sales,High School,2,Female,Data Scientist,5170.430984521781,109046.48662974678,43.502418138076
2,Administration,Masters,3,Female,Driver,8693.149991344573,126994.15279479805,60.904653181653
1,Engineering,Masters,1,Female,Marketing Associate,9804.123905075921,114979.22518758694,18.26491972943555
2,Sales,High School,4,Female,Marketing Associate,8934.0493281807,77275.0873564923,26.224027849200723
2,Sales,College,2,Female,Financial Analyst,6698.321070005699,97632.99179602154,48.4014118886017
3,Engineering,High School,5,Female,Driver,5111.799562808124,103757.23892457773,60.49877551818986
3,Administration,High School,4,Female,IT,5598.391568055989,103938.82008493645,43.17446491868242
2,Operations,College,4,Male,Manager,2191.0181277483766,120419.46046242301,63.49583272212169
3,Operations,High School,2,Female,Marketing Associate,9688.95441098081,81795.91872263476,27.177231902636677
4,Engineering,Masters,4,Male,Software Engineer,7815.29302910015,94399.24805391328,26.744033637999124
2,Administration,High School,3,Male,Software Engineer,6299.18234356896,134791.58834922122,64.48126715686182
4,Administration,PhD,1,Male,Manager,4956.411494335441,93612.8248578416,42.773689005944895
5,Operations,PhD,4,Male,Software Engineer,11185.633758600703,110289.633282847,55.39172928724133
4,Management,PhD,2,Female,Graphic Designer,5120.68441915229,91510.71886951012,20.18546100707144
2,Administration,Masters,3,Female,Graphic Designer,6704.2393804739695,107516.00452667351,27.551530696508234
2,Administration,PhD,3,Female,Manager,5096.072391705942,121293.39283542453,59.39273360220722
2,Management,PhD,5,Male,Software Engineer,5594.266147791914,90761.5551901565,37.674822936433344
4,Management,PhD,1,Female,Graphic Designer,6348.888135693209,137491.3084382618,50.37487112086851
2,Administration,PhD,3,Female,Marketing Associate,7783.835361875117,96353.66398021132,52.78512166937528
3,Administration,High School,2,Female,Financial Analyst,3943.9056823225883,118809.37487066163,25.85841839977861
4,Operations,College,3,Male,Software Engineer,7440.064794305874,102004.16625433619,54.08885933305616
3,Sales,College,4,Male,Financial Analyst,6301.130393201671,142399.28757944758,57.31183722979492
1,Administration,College,1,Male,Software Engineer,7484.961903575455,83777.23148153044,38.947629428717654
2,Administration,PhD,2,Female,Marketing Associate,2510.2368624237906,110788.65369986005,42.01346762888256
2,Operations,Masters,5,Male,Manager,6933.897465212551,75306.23420668016,23.417578425636943
4,Sales,High School,2,Male,Sales Associate,3340.5466710591004,108143.94572715469,55.45897204090494
5,Operations,PhD,3,Male,Warehouse Associate,5828.089639183127,45852.251614957495,22.063320743768603
1,Management,Masters,5,Male,IT,6676.36307917591,160947.74624318496,58.336519910000305
2,Operations,High School,5,Female,Data Scientist,10093.31271931867,86467.82950738122,28.466441661665407
3,Operations,Masters,2,Female,Sales Associate,8995.761363088677,96104.12533348547,46.72167511073963
3,Administration,Masters,5,Female,Marketing Associate,5820.66817741179,74725.3790972394,26.912168606667777
1,Operations,Masters,3,Male,Data Scientist,6264.824567053574,67106.2797385239,63.185329778956586
3,Administration,Masters,5,Male,Graphic Designer,6450.731474992832,98896.83138179684,61.44204909658569
1,Management,College,4,Male,Software Engineer,5388.157020212528,93809.56057760278,47.39927716974108
5,Sales,College,3,Female,Marketing Associate,4512.672261545382,148765.9582824247,40.2589894904672
3,Administration,College,4,Male,Manager,5101.5853602897405,90576.10331509911,51.15022883404053
5,Management,Masters,4,Male,Software Engineer,8879.092635814406,130119.087512467,58.802106452325845
2,Engineering,High School,5,Male,Data Scientist,5936.813671930764,67481.74906676733,36.903214600785056
4,Sales,Masters,3,Male,Financial Analyst,6458.259665074036,94632.73401801602,52.168654162686735
2,Administration,PhD,2,Male,Sales Associate,7582.02873128311,130955.01490225994,41.376438948924594
1,Operations,Masters,4,Male,Data Scientist,4794.822569062622,114465.90656581555,43.737738073247
1,Sales,High School,5,Male,Software Engineer,8870.305643289275,120669.09800481817,59.82342130321491
5,Management,Masters,4,Male,Sales Associate,7663.536561008355,107886.2956312902,23.74584369491557
1,Sales,Masters,5,Female,Driver,7466.785155496118,77292.72957620208,35.06433943086102
5,Sales,PhD,2,Female,Marketing Associate,5178.51450039764,110343.13662769449,55.69174005930955
4,Sales,College,3,Male,Financial Analyst,5254.3794268815855,80449.15185923058,51.77190759654394
1,Administration,College,4,Male,Sales Associate,8101.173052192344,55800.64266451445,60.053912314677845
4,Sales,High School,3,Male,Software Engineer,4822.326917708886,91079.76876800213,60.156550731921556
3,Engineering,Masters,5,Female,Marketing Associate,3342.715465250785,90670.36009114176,21.162378651568233
4,Engineering,College,4,Female,Warehouse Associate,5867.094842855333,88161.49460690262,47.226614106605865
3,Administration,Masters,2,Female,Driver,8209.276332572932,70852.66404419906,62.64256027034757
1,Management,Masters,3,Male,Data Scientist,5070.365302924694,103538.09973357827,20.56282940372925
5,Operations,Masters,4,Male,Software Engineer,7704.43468864577,130432.89869960849,20.696835414902154
1,Operations,College,4,Female,Data Scientist,5823.622572327447,77166.76825612535,43.872664241654185
4,Administration,Masters,2,Male,Graphic Designer,1542.3799458907565,88784.21492248864,32.68957812794159
4,Operations,PhD,2,Female,Warehouse Associate,5185.910029168711,86614.10185854632,27.193524180807763
1,Administration,High School,3,Male,Driver,8715.12304698398,115368.91305156262,61.35263169256275
5,Engineering,Masters,1,Female,Financial Analyst,4898.162580779168,87712.96023025282,46.04594318790291
2,Operations,College,4,Male,Sales Associate,5423.048389980693,95946.5467436133,52.384626567337136
1,Administration,Masters,3,Male,Financial Analyst,4885.394115458919,77068.51882653202,35.4190493591908
3,Administration,High School,2,Female,IT,8656.33601495015,103247.3556428716,31.621432631247433
5,Sales,High School,4,Male,Software Engineer,6939.98071959082,95330.24008990951,49.35156906087422
2,Sales,College,5,Male,Graphic Designer,6036.451472862522,79637.04513059046,39.508809132787874
2,Management,High School,3,Male,IT,9017.156666972005,92287.75779819899,21.70741397253073
4,Management,PhD,2,Male,Graphic Designer,7777.259263551225,155935.3669265109,61.422464226258384
1,Administration,PhD,4,Male,Software Engineer,7242.834771734506,77191.03490160537,44.81457652843196
3,Management,Masters,5,Male,Software Engineer,6065.281522318979,66886.7533615668,33.71515720246255
1,Administration,College,4,Male,Manager,9001.996956047868,81833.97416546618,48.70499473073874
3,Management,College,5,Male,Manager,5133.194002966888,91251.25084176616,38.639454267947826
4,Operations,High School,1,Male,Graphic Designer,10103.179963450339,59778.032116768074,55.89914189087809
5,Administration,College,5,Male,IT,7166.206890284477,120364.58343056173,42.75720224381652
4,Administration,PhD,5,Male,Financial Analyst,5586.973597338836,64097.055393620634,41.854710279469444
3,Sales,PhD,5,Female,Driver,1878.2912239999052,72395.57858247553,62.58918963732413
1,Engineering,High School,5,Male,Graphic Designer,9444.777689283299,71796.61069123445,56.97650826002758
5,Administration,High School,5,Male,IT,5175.296989527696,90919.18596931305,37.20508406432335
3,Administration,College,5,Female,Marketing Associate,3939.214984051376,87109.36223868147,22.978145552721664
1,Sales,Masters,5,Female,Driver,6495.704047392668,31928.595684959677,32.216594351611164
4,Administration,College,4,Female,Marketing Associate,5235.794067592129,67639.32967690608,48.16675267837792
1,Administration,High School,3,Male,Sales Associate,7824.438602639075,82781.60880795059,58.05345845864922
3,Sales,College,5,Female,IT,9498.605202252484,101846.11150290463,62.030489258189064
4,Operations,College,5,Male,Driver,9272.47532910007,96890.16859513168,63.01110483036605
1,Sales,High School,1,Male,Manager,7780.23432441341,59897.73644872464,32.27135746802985
4,Engineering,High School,3,Female,Graphic Designer,5236.00311008219,37582.79179504727,44.32196511394938
5,Management,PhD,3,Male,Driver,8341.028698886765,87982.31940313085,30.127368665367513
2,Operations,Masters,1,Male,Manager,5882.10566697427,101632.2472423565,45.69703140100752
2,Engineering,PhD,2,Female,Data Scientist,5378.952249324535,82422.52382567663,39.911356520773836
1,Operations,High School,4,Male,Data Scientist,9050.120255450687,87402.9161594052,31.576181490200348
2,Operations,PhD,1,Female,Warehouse Associate,6130.390903043375,111446.92486386068,44.94723981404799
5,Operations,High School,2,Female,Marketing Associate,9599.152893244242,72190.24851913033,46.00269175104907
5,Administration,College,2,Female,Graphic Designer,10507.446966260457,110601.44283349156,21.301514129257143
4,Administration,PhD,2,Female,Marketing Associate,4286.226717685717,93733.3455781881,56.04750484379947
4,Sales,College,4,Male,Graphic Designer,4482.967739909519,84839.5612175049,43.88723365993714
4,Operations,Masters,1,Female,IT,4502.8746999749565,130235.75884891897,33.42285542324825
3,Administration,Masters,1,Female,Graphic Designer,6775.937711966264,83714.98260834427,62.02184367554143
5,Operations,College,3,Male,Sales Associate,7500.864664708573,99078.73266852605,28.587345596265095
5,Operations,High School,4,Male,Data Scientist,4015.8678602012374,111101.66072010998,54.622612542029856
1,Management,High School,3,Female,Financial Analyst,1948.549892008476,107009.35186993894,25.035598624927204
1,Sales,Masters,4,Female,Marketing Associate,2878.3512143203016,72402.025479911,46.52841889471348
3,Sales,College,4,Female,IT,10392.084098281775,87312.7758804358,52.21385040761821
4,Management,College,2,Male,Data Scientist,9965.131918936966,115462.82995492332,38.84080547929128
5,Engineering,College,5,Female,Data Scientist,3495.7833827465815,78149.14440243144,40.7147903381332
1,Sales,PhD,4,Male,Manager,6874.026726135769,58777.15055942213,26.2639275480563
5,Sales,Masters,2,Female,Sales Associate,7290.290387573656,101357.2443155634,64.60963114257302
3,Sales,College,5,Male,IT,6094.570645814667,86783.65286001745,51.025433459973
1,Engineering,PhD,3,Male,Manager,5633.192286599182,104040.80113619885,45.00440139458007
2,Operations,College,3,Female,Marketing Associate,7903.869149158292,110623.61112060871,46.52062054054221
3,Administration,Masters,4,Male,Data Scientist,10659.212806813866,85840.29356816469,24.210262047834664
4,Management,PhD,4,Male,Sales Associate,4798.8270772827955,89364.27333383723,44.41622123111688
5,Administration,High School,3,Male,Sales Associate,8918.135791541588,90494.47960177198,20.42042373006849
5,Administration,High School,1,Male,Marketing Associate,7077.325043691462,109611.47546659982,33.04884834264756
1,Management,High School,1,Female,Data Scientist,3857.9893347254165,97281.48826531618,46.11769757897863
3,Administration,College,5,Male,Software Engineer,4732.689902807286,79769.82258300888,33.39439666856904
1,Operations,PhD,4,Male,Sales Associate,7516.002455956097,91760.97273817181,64.19891580774959
1,Operations,College,4,Female,Data Scientist,4580.007483028634,58882.96322324143,51.34456481825917
4,Operations,High School,1,Female,Marketing Associate,7545.037213248894,68740.54337863733,56.06306485791254
5,Engineering,High School,1,Male,Financial Analyst,10417.083379882539,89448.99024967333,24.630596783307656
3,Sales,College,1,Female,Marketing Associate,8592.331344045928,118929.09539959267,26.915032723836482
4,Operations,High School,5,Female,Graphic Designer,7983.59143870837,96356.60702856815,31.60144546714239
2,Administration,PhD,5,Male,Graphic Designer,8079.069438083359,91483.1552779112,52.545970200170544
5,Engineering,PhD,5,Female,Graphic Designer,3866.004959828562,97039.65594283723,27.869793307448244
2,Operations,High School,2,Female,Marketing Associate,8985.949297805657,35564.84355994842,63.35007266516117
2,Management,Masters,2,Male,Data Scientist,6264.3878439705495,114666.89549130283,26.211029973024324
3,Engineering,Masters,3,Female,Marketing Associate,5645.597515534821,51458.29101779751,20.599624016934737
1,Sales,College,3,Female,Marketing Associate,7998.771153836733,114172.33058831622,48.63907826441687
1,Administration,Masters,2,Female,Sales Associate,5224.415537267263,87182.8390879058,46.41126537283834
1,Administration,College,5,Male,Marketing Associate,5820.861764640924,129067.55943910743,57.41834959590281
3,Sales,High School,1,Female,Data Scientist,10587.655925218025,70974.67683366082,57.087109676496254
3,Sales,Masters,1,Male,Driver,6841.443984985926,98334.45135886772,65.75468575347229
2,Management,PhD,1,Male,Financial Analyst,9523.381869203255,95898.28624897254,51.22545410142256
4,Administration,Masters,5,Male,IT,4929.229271837223,88006.46098854307,42.60282955149398
2,Sales,Masters,3,Male,Software Engineer,8039.767720850725,109558.00689021173,36.05776755106969
5,Engineering,Masters,1,Female,Financial Analyst,8574.196014446625,129429.77971247828,50.65857641518761
2,Sales,College,3,Male,Data Scientist,8101.657674041193,124044.09899951566,33.97181233629409
1,Operations,High School,3,Male,Marketing Associate,8221.911740844977,143292.3260882499,19.027175974838052
5,Engineering,Masters,2,Female,IT,4028.0408517766164,75269.47653673323,55.831862016049016
4,Engineering,PhD,4,Male,Driver,6880.847249631799,75776.60142991962,61.69874454277211
4,Operations,College,5,Male,Manager,5676.554272877787,171348.29781014743,63.43683400782086
1,Engineering,College,4,Male,Financial Analyst,6508.707849048265,64829.61622122146,41.58922913486636
5,Administration,College,5,Male,Driver,1813.4005063376453,136337.93210447914,45.05701781174177
5,Sales,Masters,4,Female,Marketing Associate,4270.0596354468835,73264.71347654707,53.66382893420216
4,Sales,PhD,1,Female,Sales Associate,6655.410205578444,76508.52361860151,64.654456765712
2,Operations,High School,1,Male,Software Engineer,5661.625486662184,109450.05293997593,33.25072996621082
4,Management,PhD,4,Male,IT,2570.7043456193896,52393.922202311645,26.052849453204026
2,Engineering,PhD,5,Male,Financial Analyst,5465.369850698387,67623.99162024351,57.94240814549254
4,Operations,PhD,5,Female,Driver,6838.388771228201,92730.81231029793,60.74067430928388
5,Sales,Masters,5,Male,Manager,6832.561926931321,110428.41973786462,19.647010599764982
4,Engineering,College,5,Male,Data Scientist,7309.361995908175,83678.99992245503,44.565459365738526
4,Engineering,College,4,Male,Manager,2898.0404125316013,83976.02431067947,26.59989433375336
2,Management,PhD,1,Male,Sales Associate,5719.21784595202,108138.02054459314,17.98368080395368
5,Operations,High School,3,Female,Warehouse Associate,8940.23263268278,66807.78246168533,41.44302190221817
1,Sales,Masters,4,Female,Marketing Associate,3352.922951634275,95082.398829197,58.79036761646857
5,Management,High School,3,Female,IT,8326.294040664077,99795.84965318986,23.915124227029164
2,Operations,High School,5,Male,Software Engineer,4664.490880626483,95351.0408475265,29.28378887735124
4,Sales,College,4,Female,Marketing Associate,3582.8187317570464,119534.5979858058,18.167375460317096
4,Engineering,Masters,4,Male,Graphic Designer,9860.709455280785,58213.780146970435,64.8032411289883
1,Administration,PhD,5,Male,Manager,6097.148956324161,144837.82358399927,45.440372769326686
3,Sales,College,1,Male,Manager,3803.5022015431823,100151.90486802558,23.932511450867285
2,Engineering,PhD,4,Male,IT,8770.866338080185,120148.32426109865,36.30228718218157
2,Operations,PhD,4,Female,IT,7859.368020893598,79201.33534403438,22.912632025907545
1,Management,Masters,1,Female,Marketing Associate,6743.622123885745,46274.14468663065,25.94389115419254
3,Operations,High School,2,Female,Sales Associate,3255.8866074108228,68205.46618169025,35.774895523361934
2,Engineering,Masters,1,Male,Driver,6914.567326511744,106244.2124365538,27.906757333376046
2,Management,PhD,1,Male,Manager,6852.049769534266,99180.73418827842,21.473244559904092
1,Engineering,College,3,Male,Software Engineer,9185.649880428347,87581.78183540836,19.197279428869344
1,Administration,PhD,1,Male,Manager,4085.1231600466285,105409.71673857933,47.30921290312534
3,Engineering,Masters,2,Female,Driver,5342.011612674841,100197.81019260436,35.85600688177388
2,Administration,High School,4,Female,Manager,4046.5685144427025,111487.09356540281,30.857100607725933
5,Operations,College,2,Male,Manager,8362.03272889567,65671.26074322223,27.16891532075354
5,Engineering,Masters,2,Female,Driver,6730.763458987996,65532.21897230477,38.900897795468204
3,Management,College,5,Female,Driver,6247.127206533058,88153.28104144841,29.65700216612402
1,Sales,High School,2,Female,IT,7981.502820040536,120874.41492648683,62.513398622146674
4,Operations,High School,2,Female,IT,7281.6364553512885,115972.8266527513,64.26729732822207
3,Management,College,5,Female,Sales Associate,9248.603298071639,37011.824385155385,47.02627694049063
2,Engineering,High School,5,Male,Driver,7179.146083814247,108613.34982243857,57.31860391560686
1,Operations,High School,4,Male,Driver,7316.68389665004,130419.90680365257,39.93780684093831
3,Operations,College,3,Female,Driver,7571.09416679787,91630.73736995828,46.86098585369511
4,Management,Masters,4,Male,Sales Associate,7194.353440139706,110936.28041654809,63.37010954119387
3,Administration,College,5,Male,Graphic Designer,2751.2864582182556,109808.2415149581,63.706153333505185
2,Sales,College,5,Male,Software Engineer,7117.5204784355865,93119.71712883013,52.25030648258566
5,Engineering,High School,2,Female,IT,7089.822086944805,79697.01372265659,28.38289997266954
1,Operations,PhD,3,Male,IT,8304.301467763753,62864.18182609503,64.34721299400434
3,Administration,PhD,1,Male,Sales Associate,8371.557866500025,138907.94938293943,59.07751109571126
4,Engineering,College,1,Male,Driver,7164.252354577602,96928.71914757304,38.5871397364472
2,Administration,Masters,5,Male,Graphic Designer,6306.3333442333405,63071.436366009235,43.32682812866504
1,Administration,High School,2,Female,Marketing Associate,8753.327563330111,97381.18316827055,28.94215163603081
1,Engineering,PhD,1,Male,Software Engineer,5128.18683172697,58190.87869215875,43.588071233148014
5,Management,High School,1,Male,Manager,5159.009211674167,78209.7162191303,50.10154445771843
4,Engineering,PhD,3,Male,Driver,7105.521453629875,124268.7939158032,37.21522470903126
