species,petalWidth,petalLength,sepalWidth,sepalLength
setosa,0.5012411849302911,1.448323103433692,3.80445269131582,4.861460587623421
setosa,0.35186818814424814,1.5392146034204242,3.6712268197089557,4.582395543155916
setosa,0.3158299760557681,1.5422678955684423,3.170811452929538,5.030414462724416
versicolor,1.395922081661864,4.342815268556766,3.183514148556563,6.137621851213245
versicolor,1.0365465053682057,4.000088661940767,2.3239602480107315,5.898159459986321
versicolor,1.1531525286721185,4.751167324523324,3.1103058209900225,6.554959905567558
versicolor,1.1976735575781792,4.3722787172807145,3.0238854419801617,6.962226566532027
virginica,2.3987969082496834,5.605391621298605,2.6420433897764672,6.448531707408678
versicolor,1.087194929004268,3.949446667002965,3.233141826883727,6.287004623003603
setosa,0.5764764851965613,1.5464532149766264,3.794921274641677,4.934378225454634
versicolor,0.8201153904394222,4.605129055539477,3.2553197713183044,6.208524524080406
virginica,1.598411732821475,5.798824719959244,2.9164114385480047,6.0985720851476675
virginica,1.9214957108802748,6.675103882135801,2.245909659789009,6.672837406106261
setosa,0.3739038147178899,1.6691408448466207,3.602836891150769,4.906515509706806
versicolor,1.3351460831706579,4.6604582082344095,3.1007285421212725,6.072492945868354
virginica,2.1075767215968852,5.694975172664285,2.725355873885617,6.701037257276029
versicolor,1.4117813151756005,4.2731536819467895,2.9438307644298405,5.202707831066034
setosa,0.23010118523056447,1.1808271105659083,3.0925604749404982,4.72316398042315
versicolor,1.2176948819433768,4.346272259151537,3.122783403951865,5.511589960720202
setosa,0.44239809585773615,1.4344048870922559,2.8346678313928777,4.780715515430776
versicolor,1.672493213461983,4.853043710971397,2.681075728609152,6.663590621100499
setosa,0.36032813169767697,1.2016962682472494,3.4441218167908048,5.088995102868138
setosa,0.2753091617175799,1.483669262677973,4.07394024035294,5.013612717128257
setosa,0.2844670901916494,1.3082882448540643,3.8522190845638278,4.9475923001273205
setosa,0.5100217604828111,1.2812962823197576,3.4977962655858015,5.712658020371124
setosa,0.10763117604739694,1.441309140650652,3.8400333572817757,5.004322446356758
virginica,1.796596437988618,6.626391613502444,3.054244149391163,8.099871420748153
virginica,2.0220540634586657,5.7625115229634325,3.252401348464508,6.602831198718837
setosa,0.4196742881266212,1.4176000510267057,3.37126907670989,5.07159010506203
setosa,0.5490802098876462,1.1891731291918273,2.8689019776397693,4.770588738144001
virginica,2.3931023660554693,5.279381734416807,2.5539822017146654,5.845146367721858
virginica,1.5373378696693276,4.792571435563368,2.4201762104585383,7.262821684038695
versicolor,1.3897531526370281,3.0623256015582254,3.300491815728079,5.985293086036527
setosa,0.3974434603977278,1.3468555943622889,2.756752943340203,5.179694239952596
versicolor,1.4683685546103655,4.671088089825972,2.5807026278394476,5.80517469741681
versicolor,1.2118710625927158,3.6542321831312865,2.7779013896089078,6.121790077019203
setosa,0.11036486902109519,1.446453611831049,3.381343926758177,5.194402493231754
virginica,1.9274264371694887,5.998935478751834,2.852555367961368,7.280197522846308
versicolor,1.3022436560194697,4.667353667670673,2.723016240644273,6.625012069659868
setosa,0.452235840518032,2.056914910336867,3.6272425033846076,4.9547831678005885
virginica,1.917010511224892,5.2680862179678405,3.6391716151375486,6.109153768296158
versicolor,1.539123068589519,3.7693060610903877,2.27113877114519,6.869361204684032
setosa,0.3348181996808727,1.4759475715695185,3.897251808572939,5.278803477008365
virginica,2.2223605914211175,6.195372225158925,3.079480934701736,6.6113506337907495
setosa,0.45719340351040727,1.340456652276162,3.8417269577750055,5.432890806151767
virginica,2.206634291878471,5.5365506140152,2.915217261234025,6.178133267381368
versicolor,1.4915554653024798,4.957165758553533,3.109027379946661,6.017466952641162
versicolor,1.549869574296752,4.15466503110501,2.712911517177921,5.983442220024954
versicolor,1.3913890968660088,3.8620810985427187,2.655923876966143,5.89507774733148
setosa,0.27284452807965853,1.1473123916752814,3.402823034986561,4.979137503498839
setosa,0.2888932729812732,1.402878132025759,3.803498403144342,5.105092997739123
virginica,1.6690132417619283,5.74536637773816,2.5391518527994457,6.838597525150401
setosa,0.27102185726555694,1.333197343966178,3.362078460380573,5.5622703906757405
virginica,2.247087569578846,4.761323394702531,2.719899548782592,6.933527640938852
setosa,0.22711544172265316,1.853375317162043,3.4058835806106487,4.636485440174223
setosa,0.3272851635605655,1.3768388452762044,3.121639048358624,4.913446903858997
versicolor,1.4670949734453713,4.926427001360643,3.2551067902070487,5.880928320735024
virginica,1.833258585723839,4.835557689875295,2.6155026285457437,5.607163892907128
virginica,1.7751698987140259,5.394268922511369,3.0692632175039867,6.776700282080306
setosa,0.4661299948785971,1.5048672561363188,3.5847553616089165,4.636477129844595
versicolor,1.5614853720058919,4.3111108012389465,2.372502535327981,5.265678079072477
setosa,0.34834984939100844,1.4218228686259642,4.041513380724972,5.3217662561245085
virginica,1.8383677376534022,6.304102809698828,3.0742330969086287,6.302428741127688
virginica,1.9910387085940835,5.68931219333931,3.6275831531949567,6.782465259167429
virginica,1.6480004730425817,5.082964677059833,3.262411855540541,7.013476548769878
versicolor,1.46952653737933,3.746902818777887,2.5096859382964043,5.320907210427751
virginica,2.076410324969048,5.139727647889666,3.150732405726105,6.506362334425717
versicolor,1.6827025157145779,4.814615715439308,2.220226362927909,6.093298483065967
setosa,0.4921501132591687,1.3723830130373655,4.325029177015637,4.71920088218121
setosa,0.3569380501414876,1.2985086850918997,3.4061730453288988,5.071911821717611
setosa,0.13697936170591932,1.5269472541195834,3.9700363203889992,5.18183158376874
versicolor,1.1417708987721902,4.39945333467149,2.199883535453024,6.34675139218129
setosa,0.5268139715085899,1.22141961418939,3.104169435908947,5.184868553498099
versicolor,1.2511628248577855,3.8903302102948274,2.5893510382766136,5.606317108180125
versicolor,1.0496961478689908,4.64622318418572,2.7804342540794815,5.436296545863686
virginica,1.9010964340242156,5.996358128362888,3.4446176416695726,6.947013285818782
setosa,0.3146207204552306,1.6873724204008074,2.58829217893933,5.436343116434614
versicolor,1.615565516110963,3.5384646461612803,3.14325231275025,6.506730110503773
virginica,2.0438523094238477,4.678891936435782,3.4239523304541195,5.621076767773921
setosa,0.5939902066879645,1.5295848063039545,3.4263619470004336,4.905145330725928
virginica,2.0670124730845583,5.034235419243627,2.8580384744577807,6.723106790747108
versicolor,1.3984821724617118,4.163109603872588,2.929152328112383,6.239014530781329
setosa,0.10096367486801863,1.6588504325181832,3.4095515436509416,4.890044119960552
setosa,0.4929017411167248,1.545015624192768,2.8338413023075653,5.113303214399694
setosa,0.43372796431130045,1.202235107431909,4.0289669651963855,5.319454612469234
virginica,1.7109268507777244,5.483437739430697,3.3360890795946316,7.176082490266706
versicolor,1.7614058764006368,4.840423895974764,2.641457333473416,5.678311380046789
virginica,2.1387623347108082,5.2954334755803485,3.8403506433984345,7.027009387347203
virginica,2.0129152037785207,6.590114182808929,3.249842038845651,6.650428519076293
setosa,0.2614103979267435,1.4316216445106136,2.7623691038144713,5.718301632931253
virginica,1.9632004688265452,5.736469203307022,2.3719408481753748,5.991717215775147
versicolor,1.487151981653449,3.8058657691769633,3.0013799331273305,5.536710668117905
versicolor,1.5993174221831106,3.9062804581464183,2.8192197184252685,5.390542844585307
virginica,2.314847717176355,6.428085369798902,2.328453362278662,6.601750739345787
versicolor,1.26401893001365,4.417273309856821,2.5985624284052515,6.5695694860192075
setosa,0.3765007057561972,1.147068550648032,3.4234575002568697,5.309525928181829
setosa,0.4352664696985524,1.1775351357366524,4.079152455506861,5.052947482455999
setosa,0.5819014097182839,1.5417779128571825,3.478333679475522,5.220566444697822
versicolor,1.3241180398413934,3.6127181157976933,3.10221881191392,5.815113033644684
versicolor,1.174298549643752,4.625096102583396,2.352215636007417,5.4399572649881724
setosa,0.3187196008038008,1.5978877020908175,2.9225480303220763,5.110027071763976
versicolor,1.2449779864452228,4.529302772590702,2.28585835250734,6.294231017253629
virginica,1.9806708185331745,5.0485020889168855,3.3010151257830365,4.776217818651562
setosa,0.49868615091215174,1.5803742844289257,3.3130727279399466,4.762992376056766
versicolor,1.0181158124762464,3.228746638573643,3.1708625358001266,6.097366971200132
setosa,0.1776147764920553,1.3641047809980873,3.5615941201693246,4.219007568754902
setosa,0.5609776493380231,1.365741409491012,3.6077336030702014,5.206498128412598
setosa,0.5496979886866054,1.277047699878707,3.279345945034148,4.8921750766045795
versicolor,1.3425377520264279,4.133849280681053,2.84053156547989,5.379958289314572
versicolor,1.3799450524987402,4.2060870208606,2.229526703861662,5.587959258002957
setosa,0.35785289014618327,1.3874775586060046,3.510872315337558,4.807531972062925
setosa,0.46364879533265413,1.4551821790707682,3.3770271082984102,4.670968791114328
versicolor,1.2610325682671772,4.078941081271621,2.9019414110068644,6.034431625709803
setosa,0.2385357135415516,1.6188844510559326,3.8757453484733695,5.314974819415693
virginica,2.5747494154525885,5.862960380906312,2.8991714117604404,6.350068342307047
versicolor,1.3332177893698076,4.443037701227754,2.421789857409898,6.12286501472525
setosa,0.4986145434354725,1.2235395326390344,3.6355175160147617,4.630215112472688
virginica,2.574029280421616,5.638704148405055,2.906913024313424,6.137248436414769
setosa,0.42697878517457455,1.646277566753044,2.585266299099519,4.776241369794325
virginica,1.783055111987733,4.9666082176902995,2.798355786789939,6.530148708964385
setosa,0.3781102071152933,0.9613823953990845,3.391926127121568,5.313245773255796
versicolor,1.2670585868634776,3.4384030812079365,3.046805831569693,7.271557067960511
versicolor,1.1788354797994123,4.181652739238318,2.863529371491227,5.712284009743393
setosa,0.22131308209083203,1.8451414604691099,3.3523668229515557,5.325155405752018
versicolor,1.6061077356346245,3.434574351729588,2.9162316096774554,6.059202007876058
virginica,1.641376327252055,5.2554772336684765,3.3881252422987744,6.580160864427976
versicolor,1.3502579604426785,4.708911477673311,2.678332044249904,5.306149563092807
virginica,2.6299645527522397,5.085925934929566,3.5301862695581026,7.47215830130272
setosa,0.38607449722091625,1.2383641538149983,2.7276058666034793,5.1940515706511015
setosa,0.5104826858032679,1.6775389496394153,3.0093435393681176,4.839584709380925
setosa,0.5630932293939881,1.6241614939437046,3.350396804776686,4.757990026037504
virginica,1.8813880011429944,5.949755559791491,3.4057830820703594,7.035568899333564
versicolor,1.3783657323098772,4.5708072046524535,3.04932205053501,5.211921281034509
versicolor,1.4653370242723367,4.522706617821624,2.376467027014304,6.160708274530771
virginica,1.9931732702862979,5.574266581512961,2.962684244139509,7.342621795576841
versicolor,1.389373702444566,3.513096348871483,2.6041993420361518,6.292834761333055
setosa,0.3833851362597309,1.655905011375487,3.139203938470164,6.04880669063211
setosa,0.17411622683437625,1.4511896771280992,3.7066410874789,4.491059180759331
setosa,0.4929972048249448,1.684971035604514,3.5379591005536817,4.4019569770835885
versicolor,1.0461527950294869,3.577143499674916,2.848474619161004,6.27472364768604
setosa,0.11408741561086147,1.4269649249685417,3.01950164384467,4.806379849053198
virginica,2.157226841796505,5.738523463401337,2.8280930429066404,7.228671814397135
setosa,0.3266279113044772,1.2163775113463955,3.006191470840175,5.216715297316904
virginica,1.6983846496158481,5.7256180227382645,3.059795588308128,6.598455942931189
versicolor,1.5246402791392126,4.863398646406227,2.4751938525760755,5.88644178023591
versicolor,1.2918069408930297,4.3035516487658025,2.622892857554331,5.81097065565933
virginica,1.727806393550046,4.814831371119238,2.6872644522141087,7.014049547115006
setosa,0.5711253101000526,1.6579742486374105,3.1727021796832027,4.530996576547414
versicolor,1.6285566537285954,4.332989609271424,2.626735848553458,5.843397893340048
setosa,0.2888512386957185,1.5969160881616427,3.9701555295360116,4.816358572780923
virginica,2.15146519177107,5.5451509627712525,2.883272013676458,5.795598569204094
virginica,2.313383634905118,6.771384146503789,2.8874736050162153,6.286784815565218
setosa,0.38773456340490375,1.4623414064046725,3.3192073584549178,5.566517772958821
virginica,2.1392102528665458,4.999708557605418,2.7860554896133944,7.302392516031297
versicolor,0.8681754285393615,4.597372528636223,2.778477881793976,5.77274252622315
setosa,0.2843775343836402,1.586241889304561,3.028310080584717,4.167074664280101
virginica,1.663399796300875,5.003787298515344,2.7909308956883936,8.644723379230326
versicolor,1.1563608062278743,4.7251411315149054,2.8781767163049112,6.17897291339047
setosa,0.5377225799242645,1.0372567262098262,2.7472557877730353,5.09765583527439
setosa,0.5254368762359668,1.4189487527475926,3.683118924541727,4.978206131776284
versicolor,1.247720805038749,4.382353299688836,3.3777610609072743,5.935072897828889
virginica,2.355240435556719,6.005347618218094,2.9950192327007477,6.993416149008526
setosa,0.5048556429934475,1.3279723801068695,2.4274471836437854,4.689716834836141
virginica,1.7445470049196166,5.536889573741184,2.8490575035337162,6.514279533102345
setosa,0.4963065984321732,1.4084934508031832,2.9957202260550417,5.0092655178458605
versicolor,1.5860115623694881,4.072274411781332,2.8931859853769515,6.36199092058505
versicolor,1.4953917543991493,4.075536164106786,2.8848379224822374,6.198774024433108
virginica,1.9707090634198696,5.403342571997742,2.59009251139653,6.868952897017499
virginica,1.9611962617971344,5.018424623438756,2.3587922169262945,7.588406830566454
virginica,2.048208654535986,5.14309549726185,3.037632719534577,6.947175139100688
setosa,0.42621739030237193,1.6000283420897672,2.612349011928771,4.871684978752173
virginica,2.2553884010720324,5.449227014124795,3.1019820980003643,6.023400836660237
setosa,0.1694640162297484,1.5643850032544977,3.7194044043837593,5.268002368717647
setosa,0.24292688703277796,1.1630382611653136,3.9624009173560637,5.115021916058511
versicolor,1.1612791879575763,4.007407872086226,2.582793036774721,6.0178448495398005
versicolor,1.3592066928480202,5.005238755293301,2.1453752121913205,5.19566070297475
setosa,0.19276042302557853,1.7512651051788701,3.509213298978448,4.979100749168801
virginica,2.26032502552353,5.908478253444741,2.877894121432402,6.404465270737424
virginica,2.0740793443951544,5.035563818426322,3.148089068286907,7.09636549581084
virginica,1.7973277846168951,5.6166667600139135,2.9930451911090223,6.998670797329366
versicolor,1.0353088971916602,4.1627920634082844,2.6595563274793745,5.960415444900571
versicolor,1.4831890011867548,4.5247569438414565,2.804925242211073,4.737838886474262
setosa,0.4856626958643818,1.3565704778275318,3.5653622550441035,5.213446985359486
virginica,1.999171377104516,5.618190185116951,2.985467835976926,6.811622603743224
setosa,0.20661166936193406,1.5698561970651594,3.4251804436603592,4.9324787398068715
virginica,1.8904305338281908,5.103610516123059,3.2151810624888264,6.543949892489843
versicolor,1.500989900641365,4.582913453735038,2.5155071622346057,5.819976930037991
setosa,0.2274909769094058,1.5188494342929135,3.110348927617437,5.181950102078243
versicolor,1.5857567119726539,4.7682532500062855,2.694016463171362,6.963602431354569
setosa,0.33184227537332855,1.666058880869322,3.2648910025207627,5.2220450415039075
versicolor,1.6086403959802071,4.194969653163959,3.019752527726652,5.695246423510228
setosa,0.1916833674986885,1.5380685291636578,3.742784484083785,4.747123693397269
versicolor,1.2847298770639044,4.546258331748016,2.690542973653332,5.495053330807513
versicolor,1.3137999890015193,4.057221973709916,2.946652574653516,6.136070014323606
setosa,0.3230648173841033,1.4618017601627367,2.8896490468371248,4.290506061318847
virginica,1.5606901765042753,5.235366121314771,3.0651468777011828,5.551951704896155
setosa,0.252827890871836,1.4391125351320224,3.4017257891615458,4.748731489964935
virginica,1.675557082398571,5.257268099775613,3.4151629168546958,6.484484284683109
setosa,0.26403708279746796,1.7558637144665674,3.7738128699353055,4.476325008983249
virginica,1.9902700595080374,5.6826950138181935,3.7615125590009213,5.970715235924374
virginica,1.8732317955077074,4.7239513072599415,2.382543375177395,6.273577970054511
virginica,2.1764770200174963,6.32450045094539,2.7202357974458504,7.862470492932175
virginica,2.317768901770634,5.266871081566443,3.0507632363798627,4.99264072819032
virginica,2.0490783088330087,6.2652555249131,3.235970201165589,7.255204965417786
setosa,0.4615959504707663,1.4791759653119612,3.9415560201412525,4.726572739993974
virginica,1.5642541264593106,5.255205966675655,3.783746198649734,5.922194161396025
setosa,0.5123299039763792,1.4102377913910376,3.7008309806906183,4.899820024595303
setosa,0.35571076839159455,1.7826402545569318,2.8829588647732827,5.765299632358792
virginica,1.6888231313009197,6.274417366792254,3.251546415362999,6.805998231326834
setosa,0.24799596068023574,1.5028803246241615,3.267671685878838,4.854489691150181
setosa,0.35050373857111916,1.544668600812999,2.8094168531090773,5.443953058136524
virginica,2.1455680209966363,6.488018363501398,2.3450841133809956,7.586092328341978
setosa,0.5934600545821167,1.411304191510447,2.988056831801501,4.489282130747283
virginica,2.2393754167653155,5.915509029718681,3.063427388187798,7.502788962502127
virginica,2.1292016428196643,6.073845595290367,2.808569266352382,6.517838379817141
setosa,0.22539790815086433,1.3846582508348155,3.5618150861074405,4.89308003057446
virginica,2.1352694633887337,5.989169637697839,2.5865301543037558,5.240743447235927
virginica,1.4860753603957457,5.43142945487394,2.700491637405338,6.689053822783711
virginica,2.225961887660782,5.789133428492306,3.1069800233287057,7.472333161725912
versicolor,1.3196431365429533,3.863159352993817,2.844748334718254,5.851265359002429
virginica,2.2902666307397643,5.928102503468854,2.9835026095162376,6.727793943644661
virginica,2.0346031501034476,4.5504192639759875,3.0312270202852694,5.729020878203334
setosa,0.16351570239966137,1.3192867326816349,3.127915451336115,4.641314366351222
versicolor,1.4244198630484053,4.344556297218092,2.7610081697560678,6.90020564038038
virginica,1.8673909559503379,5.620420015150352,2.5773077444327006,7.111639519930579
virginica,1.89252153120428,4.943406722615639,2.979541484370095,6.7789325791835235
versicolor,1.04563236106614,4.586077533065422,2.5189125331839017,5.538015564827003
virginica,1.653415190876351,5.054279187636604,3.3200058796161462,6.656528128461018
versicolor,1.1742346085795867,4.520497601832107,2.465752240217673,5.594424415313559
virginica,1.9307399900928583,4.689362157694777,3.080896905025335,7.429663479259146
virginica,1.8370809341867078,6.462403206128181,3.5671894936922186,7.251643959754322
versicolor,1.1956769040989623,4.668164592423105,2.2787400713243238,5.21401372918137
versicolor,1.3426573828230621,4.617481511002864,3.114603839176507,6.244873174634626
versicolor,1.1532674077594873,3.614894177121733,2.6727245097944192,6.534408284175389
versicolor,0.9597254337968031,4.237218654085506,2.4830645127606887,5.294128290251568
virginica,1.6852398724347468,6.413561249124262,3.371817654217764,5.983955160039667
setosa,0.5020541074496773,1.4245837906819072,3.6055153521430228,5.692281185958574
setosa,0.3211733533658744,1.19624563817692,3.531840648729329,5.373707174346705
setosa,0.5418091342500377,1.5303923100968024,3.797877840758666,5.408766830973491
virginica,2.251580105539742,4.827988934298616,2.879291429833601,7.526602729870939
setosa,0.13189500619960767,1.5513995544138144,3.8146639826979154,4.679562765891068
setosa,0.3235258806131266,1.5336085492375204,3.4554389665641807,5.288903161047303
setosa,0.35618037164400107,1.4972801341528874,3.482528248597667,5.34236714473744
virginica,2.120739458235912,5.691799249614686,2.5565516462224043,6.2364800526719915
setosa,0.33836824427468615,1.5578065074297447,3.9227468310124607,5.027796765099424
versicolor,1.403260883201573,4.357074421309689,2.8664102360002346,5.998297500853805
setosa,0.3645439155559351,1.581239008347458,3.096816573250088,4.581636941297408
versicolor,1.2612184014759122,3.351085417273764,2.787956987246282,6.268397120421958
versicolor,1.594595885501899,4.195243955466818,2.972542873669763,6.411441329953111
versicolor,1.4924301272682663,4.096631917052154,3.2679137826519047,5.470646308077266
virginica,2.022431663382233,5.479888393428443,2.5455483240198706,7.757033039601302
setosa,0.3361306227691859,1.3494698569805932,3.614683932419709,5.085752597698496
setosa,0.4213190334500889,1.4478997526245796,3.456026265584761,5.046868230178047
versicolor,1.72630697042172,4.210656605978167,2.8781765033164284,6.538815033840449
virginica,2.2835556555120835,5.839206359619423,3.071061123944174,6.660921670420343
virginica,2.0498119639355012,5.268021362436701,3.0540966036772543,6.162503334640915
virginica,2.3278376601677166,5.556050328687565,2.867268508577489,6.513682962728655
setosa,0.48418189761663366,1.5217819403066986,3.55267795198332,5.993776900519346
versicolor,1.4209499716797305,3.492399418819214,3.1802139587395315,5.357022808659261
virginica,2.458969969183645,5.900149215671325,2.3593779402970867,6.0715731413037375
virginica,1.5960711658552817,4.877421987887617,3.297079805988263,6.761950465532729
virginica,2.1374510199674237,4.95679465752745,2.308683475700508,5.917628320190023
setosa,0.20509628086561435,2.015495941495433,3.4705431617436027,4.847821250965508
setosa,0.19263663387068372,1.5764897630558279,3.347372221360633,4.535932995710976
versicolor,1.3774137461659972,4.465475172811669,2.836550071350202,5.93496731913417
versicolor,1.471585570681469,3.9635035542913544,2.61007494026989,5.29624094106907
versicolor,1.163538251180709,4.2695519969366424,2.6211109883466452,5.807251876049618
setosa,0.26281697718646246,1.1933824713937233,3.609862010137025,5.3988804555629715
virginica,1.826850009997809,5.580443417901683,3.159380683383299,7.425533898208084
setosa,0.5768598234953313,1.605668316842836,3.1730940982005507,5.340094218789281
setosa,0.1991029600961368,1.4589891809669964,3.6695892941129387,5.067446199689717
setosa,0.544649413050687,1.4506697322709545,3.019510599279677,5.0404464560599305
setosa,0.14563787150963084,1.5541668575867247,3.6247094700152935,4.988845565712073
versicolor,1.4520835571122204,4.054523357714849,2.1449414920819527,4.841575263464162
versicolor,1.2755554608745043,4.4037224847705385,2.45366163677259,6.052058697065371
setosa,0.20930429060101088,1.2343451750525212,3.716467742194446,5.240488554442652
versicolor,1.4548287419537003,3.8121994406354056,2.588470073537219,5.612136217921201
setosa,0.24062277282348135,1.4691579160920174,3.747041309910447,5.1680693326904015
setosa,0.5706880043660041,1.4249293552654239,3.3201917753802483,5.153828584203673
setosa,0.5650408950635389,1.6701018392447153,3.664559549515925,5.195264020488529
versicolor,0.9064459351641827,4.093021220819066,2.4635482068806533,6.32502655729248
versicolor,1.3057716305537557,4.680592422481341,3.1587328358972053,6.082650166982497
virginica,2.253114160275352,5.57901902535971,3.0761751381288307,6.425391401726756
versicolor,1.5936827279445764,4.406745113987332,2.6812780027220064,5.939752295567817
versicolor,1.3756568469334731,4.090815526741066,3.35736700940273,5.6753891807786765
setosa,0.290414641390799,1.3129516247629396,3.215479407219334,4.862968714802563
versicolor,1.4627309162486934,4.793251036500946,2.8955375271698847,6.1367157127796075
virginica,2.6339656132711315,4.909627948826869,2.929950990092026,7.262682786104037
virginica,2.0838611212034817,5.313425201632532,3.7326398286466773,6.9570211139008595
setosa,0.365898550859186,1.4584677739885255,3.043790168022639,4.586794586028687
setosa,0.1644621658000521,1.4468479907591254,3.7039247714865837,4.765277675958459
versicolor,1.4853522503036547,4.240784464089239,2.1330150744218606,5.9755609851039075
setosa,0.22740354020941436,1.453383975565012,3.8706039957913525,4.730311855384189
setosa,0.24764367217907887,1.4081265350818901,3.1074167635729495,4.479353040617695
setosa,0.15365999687053858,1.6114032174303423,3.7669260696600304,5.2396425957427715
virginica,1.8725286136015526,6.008085941343796,3.1345095419446407,6.806823614772174
versicolor,1.5919892912512075,4.950661281214515,3.0817553598153156,6.085026399301913
virginica,2.199980543034254,5.463318839165408,2.5550626001690437,6.431167529256017
setosa,0.15600740407220007,1.1168462900032865,3.6069802318264763,4.972938434191797
setosa,0.21864282217723138,1.4278528154197918,3.2579626938767383,4.680713197541628
setosa,0.3179158940341552,1.4199328224839545,4.188028080411886,4.944339690738276
versicolor,1.2829916553015261,4.420779993923322,2.744045967138102,5.466512121094217
versicolor,1.1508771288730373,4.04084030640411,2.529881530077098,6.104675270907475
setosa,0.220689969698698,1.5533971936628195,3.646727207087384,4.662261759122445
virginica,1.7914456566515113,4.79025978144495,2.388250783782043,5.94395662532137
virginica,1.9928086363852406,5.715818041617246,3.3614241254452124,5.642400848786334
virginica,2.350373086326732,5.887775440649553,3.173880120875781,6.318301885441658
setosa,0.1106145060523697,1.620077558913838,3.161495340937666,4.882479213763391
versicolor,1.5814510965748776,4.246306284022891,2.346164631228897,6.710128119108149
setosa,0.49346861185317215,1.0582206598239767,3.023684955345665,5.09122665145194
virginica,1.6001609957358474,5.266918617774133,2.7324266697002084,7.258312120611098
virginica,2.202824201634879,5.849120773023534,3.56849060840065,7.338655377113252
virginica,1.9551764991634668,5.374344567536262,3.2879756969751233,6.893164374774633
versicolor,1.5509263970751943,4.206285153435345,2.915701760959701,6.29209694241483
setosa,0.5629882461942053,1.6231432770109304,3.3530554981168343,4.766191215951643
versicolor,1.349045966952047,4.280888232334464,2.908800897365574,5.476123049672225
setosa,0.17338456950650286,1.2547193778386472,3.244409797772292,4.951373974311709
setosa,0.3271380440477619,1.5883652949733076,2.7851269154036515,4.785165273436122
versicolor,1.119784468767559,3.782075903119173,3.039711254057706,5.6255460129632215
setosa,0.2621309837562338,1.3958593859757813,3.4350175572283064,5.252394374204578
setosa,0.542567041197387,1.4123876211414665,3.7733271057070397,4.582521682377555
setosa,0.4683870109920729,1.5338706794788832,4.015898161440884,4.726173287781003
virginica,2.3039154460975055,4.895564675797557,2.9064354170805284,6.933075540123063
versicolor,1.3878470724223035,3.9084909728704114,2.667960932305361,5.501055754081103
versicolor,1.0335811142078413,4.864641174477272,3.0272033645157825,6.360747780446904
virginica,1.0911467113391469,6.69528770403638,2.7446410148646,6.212350691871698
versicolor,1.343186198667586,4.584289920879472,2.3824740944470366,6.052504315958379
setosa,0.45110068172721274,1.382673861210129,3.582983853208482,4.89933210845443
