Dept,Education,Gender,JobTitle,Bonus,BasePay,Seniority,PerfEval,Age
Operations,Masters,Male,Graphic Designer,5013.486224456812,109181.36110838733,4.2008365013164095,3.766473525179078,18.831972233677863
Sales,College,Male,Software Engineer,5236.00708201396,80019.36135476336,4.340718680580512,4.445583567770778,28.42748079400657
Engineering,PhD,Male,Sales Associate,2804.742308725147,101573.68909794312,3.8512537970077787,1.7070920584340263,19.41649024671116
Management,Masters,Male,Graphic Designer,3076.8971598500775,107051.83222428376,1.5319143609886514,1.2684401340585105,20.500110053820382
Management,PhD,Male,IT,6710.413362407335,103481.49603701515,4.066018550034297,3.4753512804072137,20.19278992268988
Management,PhD,Male,Data Scientist,7727.18686059072,107637.32709595791,3.130884830916039,2.0155258987815032,52.54566329687623
Operations,Masters,Female,Marketing Associate,3889.9008587900266,94353.48849110259,4.0469298965787255,3.738979850019891,62.35296215558101
Sales,Masters,Female,Driver,5071.00553389605,132641.71641880105,1.6239846196731063,2.572822802064452,65.81794686639394
Sales,High School,Female,Marketing Associate,7089.562558252517,135934.92885097745,3.9319676542408946,4.44722868263076,57.54531901801593
Administration,Masters,Female,Financial Analyst,8729.318770392903,120109.90608566166,1.7239811380657133,4.4834296837849505,50.63033882577059
Sales,College,Male,Sales Associate,7486.180187023478,107368.57630247399,3.687362724483037,3.750061121864337,39.085847957835874
Sales,College,Female,Financial Analyst,9490.715103300801,113888.24595918352,3.149555850213525,3.802527252335151,31.316340553597417
Operations,High School,Male,Manager,3469.593362576075,86809.12176757387,1.0083234064840991,3.7389394307154324,60.86525682529617
Administration,High School,Female,Software Engineer,5173.3988094477445,76477.87769541434,1.7849167140681845,1.5701196242043074,41.56260040925424
Management,PhD,Female,Sales Associate,6748.170589140585,116957.47664309568,3.1756982628249744,4.283657415374743,37.55624976379258
Management,High School,Female,IT,8061.919482886553,129777.40964425102,3.5722736566345956,3.376119978841904,53.15399013034443
Sales,PhD,Male,Marketing Associate,3860.6367623667043,110507.68185631267,1.0935196602942128,4.58745950768151,49.21518481040846
Engineering,PhD,Female,IT,4728.72450728289,63138.99843104953,3.1738395612483017,3.6734753019461976,23.404832126941642
Operations,High School,Female,Data Scientist,6292.500830100993,59848.40107702345,3.5376854968268585,1.8999605512533049,61.50622712595949
Management,High School,Female,Driver,5582.217620922763,45105.11034222552,3.8381651313360776,2.333352689604781,39.5837828154771
Management,PhD,Male,Driver,8783.178886490176,104277.50072720184,3.44460663100169,3.046954732600495,35.7067590657536
Management,High School,Male,Software Engineer,9775.659691515233,84273.17887170009,3.963115032820841,3.1312961734828733,45.82499956104533
Administration,College,Male,IT,6138.33185021319,129821.2306688993,4.109670618709131,3.869658530194693,33.698968403958595
Administration,High School,Male,IT,6091.767616913463,103332.62981726437,3.6573446091220303,2.332466628683156,37.470884309057
Operations,High School,Male,Software Engineer,4997.709493354277,102350.49939761916,4.156807400894962,1.235461410977508,56.406983867192636
Management,High School,Female,Marketing Associate,10163.720320203141,67260.52212490574,2.2089424169643586,4.472396079339509,58.82951046158785
Engineering,Masters,Male,Manager,7098.954353434914,89963.40396206045,4.936085462650265,3.621794579780077,65.66276984606704
Engineering,PhD,Female,Marketing Associate,5157.802139394033,60969.34272592228,1.17011987279749,1.0792815360778816,26.217050748936018
Sales,PhD,Male,Financial Analyst,4668.219235651584,121895.49210733836,1.9985260283168245,4.692081346199208,51.485031218104886
Operations,High School,Male,Graphic Designer,3650.8950150904548,131790.93231929746,2.1355780433673743,1.2367720389891437,53.07599624240463
Sales,College,Male,Graphic Designer,6539.550652494439,100082.7136731784,1.1997707325343643,2.963837285030078,23.913347679080807
Administration,PhD,Male,Software Engineer,8452.767297731694,113962.75563890045,1.7461314601960005,2.185714612382189,57.550798893953804
Sales,PhD,Male,Financial Analyst,5536.763898122606,110580.59141082256,3.3719342199857016,2.0377759659928314,61.055155584647444
Administration,High School,Female,Driver,7778.4347349442,66755.61979112875,3.8631018404824373,2.948858368513911,51.615303845365766
Operations,High School,Male,Data Scientist,6901.455412031828,121419.78726129205,4.319159332182088,3.3259080892646606,30.91614908624524
Sales,Masters,Female,Marketing Associate,6072.841577719537,123419.10837877798,1.3101623355397685,3.372642973624604,49.129127108078784
Operations,High School,Female,Marketing Associate,5951.439146815603,68769.80498507501,4.656932388359546,4.214265016636802,55.763583808152426
Operations,PhD,Male,Sales Associate,6783.004604225729,97125.16846500165,3.439787511131434,2.405020644995523,60.55953357871343
Operations,Masters,Female,Data Scientist,8005.507103876909,84958.15787515845,1.920972573681548,4.502032709899606,45.609278001000156
Operations,High School,Male,Financial Analyst,5605.978956903638,80625.79588557896,3.6272510120647095,2.096772585384724,48.416207082390954
Engineering,College,Male,Software Engineer,4721.479148879798,85500.09256309274,4.9954336251977205,3.8689642363697283,42.992018197872525
Sales,Masters,Female,Marketing Associate,7891.20917073003,60811.44310200136,3.2311949273096574,3.674959288717911,41.58362321720186
Sales,High School,Female,Data Scientist,2834.1797871361287,120935.86430925566,3.2288010696321003,4.003601462783488,18.71940255101606
Operations,High School,Female,Warehouse Associate,5637.403646083467,102340.42929463868,2.0002538557097567,1.164196840228978,55.54020393661654
Operations,High School,Male,Warehouse Associate,4742.547176853587,108414.01668873915,3.063987497275442,4.1844267580528385,56.43547542909212
Administration,High School,Female,Sales Associate,5929.129001669446,118712.37399735423,4.158290053448254,3.263415031244104,64.0625777325204
Operations,Masters,Female,Financial Analyst,2637.0873030309203,98949.58125968526,3.730992097761283,3.4795170070663,30.565237857720685
Engineering,PhD,Male,IT,7911.412880359287,107612.86274756653,2.811053470384916,1.8239600237796654,64.7409011744555
Administration,High School,Male,Warehouse Associate,3091.452464712357,88205.59552421737,4.0796587452852044,4.312837117099561,21.413199148239148
Administration,High School,Male,Manager,6252.648074408291,119775.64806502317,4.534907111846854,4.620922878360698,22.58754674504031
Engineering,High School,Female,Data Scientist,6714.5856723576635,93117.74377698335,3.4770319468515667,1.399438720444429,36.26891188478356
Engineering,Masters,Male,Manager,8327.29663646245,143837.64213029196,4.72227295493242,4.321830596391093,34.41231772043773
Management,PhD,Female,IT,8749.65940811294,69600.4691296952,4.617811590076933,2.302425246049468,64.60128124459528
Administration,College,Male,Driver,6281.453692898793,112677.78918974297,4.54910787415217,1.9957329022179549,33.99842828057411
Management,High School,Male,Sales Associate,6178.142080900767,76664.38134167145,2.862004426833734,1.543117034450829,57.43962644624978
Administration,Masters,Male,Software Engineer,5573.183883957561,131518.9148240682,1.101391799402141,4.757175598333632,41.11957084837706
Management,PhD,Male,Sales Associate,3984.12277282096,92802.09612067034,4.8652644758221175,1.2226619971768558,59.862655820528104
Sales,PhD,Male,Software Engineer,6289.068945614232,81355.58531986139,1.0095788993328463,4.567018046419445,31.021272249619642
Management,College,Male,Software Engineer,10160.847417509889,128624.83087338896,4.618844476715498,3.9319800530467766,33.12598838449293
Operations,PhD,Female,Marketing Associate,8510.120280978692,82368.46653197415,1.0647788437535683,2.820947429060071,45.019505676103485
Sales,Masters,Female,Graphic Designer,4199.301571313968,126798.88206701845,2.82337187688476,1.0259413719601485,50.550093122629136
Administration,High School,Female,Marketing Associate,8098.186846888244,65580.74923388468,2.74092250788986,3.286799565185004,53.78840758014635
Operations,High School,Male,Driver,4011.731156514823,100421.38713989934,3.020445305057952,2.353971316309536,40.80415794171794
Operations,High School,Female,Graphic Designer,8083.5634603403,89902.42760984285,3.3649108489888064,1.3409256762255621,61.49704888576052
Sales,Masters,Female,Financial Analyst,3693.0263227504065,42585.26192453871,2.1490902304809696,4.815344233129116,49.029883634128005
Engineering,Masters,Male,Manager,9624.03873958141,74081.34075771431,3.8482261355424496,2.214171613658881,30.34451023840134
Sales,High School,Female,Data Scientist,6538.48007240398,63039.98314037172,1.7229549112701106,4.3847873926660235,30.997927548913374
Operations,Masters,Male,Software Engineer,8765.195819258115,76188.61270899784,2.0616698215799723,3.1055212482679027,55.741508192648084
Engineering,High School,Male,Software Engineer,3491.814955888302,84766.42005895342,2.0484184443036013,4.497303888513276,29.691717187605363
Sales,College,Male,Software Engineer,6083.899410343349,88775.11920079513,2.182126198397716,3.4405299992458893,59.10378585180517
Sales,PhD,Female,Manager,7197.007261965793,63767.48443808498,3.942043703177586,2.3463518637821172,42.402528896489684
Administration,College,Female,Graphic Designer,7991.738623392888,72331.95612133684,1.8845401105291026,1.2530685806790927,25.265627014638014
Sales,PhD,Female,Marketing Associate,8346.179706675068,110194.77675830701,2.525798992550499,3.4887551205261262,47.17192055047003
Engineering,College,Male,Driver,7612.554323010147,154524.2376427764,3.873374261572215,4.599866570617824,36.46156106122494
Engineering,PhD,Female,Data Scientist,10001.161704889299,102427.26906543878,2.2819484180223353,1.1766710723898188,21.697166209329907
Sales,Masters,Male,Manager,8271.723884369574,93681.78900335502,3.4820523192518325,4.397498781383812,50.42489332515552
Sales,High School,Male,IT,8350.303841381736,108213.27322253927,1.9917471661576025,3.6612959594412686,49.366907712692125
Engineering,Masters,Female,IT,2315.194189788255,72364.68788465591,2.8938929399739566,4.578250286913033,23.35249090105217
Management,Masters,Male,Data Scientist,5924.390332430461,83536.89927036055,4.700074381138994,3.086071506873359,58.04540296960282
Sales,PhD,Male,Warehouse Associate,7963.068332920595,71851.73836707995,4.02469384087302,4.679546320458991,63.96855151577597
Sales,College,Male,Driver,3483.654506130394,88697.70503768511,2.917967074417586,2.4916425784049565,41.08746729110788
Engineering,College,Female,Financial Analyst,6499.231179919843,99696.39507443062,1.620371059388003,1.92516522610059,32.268479714918364
Sales,PhD,Female,Marketing Associate,4048.64435493732,106019.82794990554,2.679764091121182,3.703509084298816,34.668564685925816
Operations,High School,Male,Software Engineer,4759.129438940873,126369.89259538545,3.9484308218908652,1.2523726331468503,20.886665432347456
Operations,PhD,Male,Software Engineer,6981.521224834527,102052.6398699966,2.7125517274016753,3.7210020201964467,36.6001142550853
Operations,College,Female,Manager,5211.309359886138,133932.7122694311,3.1502838106205657,2.904156168279045,52.178040205265376
Management,Masters,Male,Sales Associate,8604.152022586257,98813.2773093541,4.131197272094657,4.142829486838211,23.97956236773703
Sales,College,Male,Manager,6997.954279979396,98530.03512658681,3.1276525948692795,4.2368344140309375,49.16433508385462
Engineering,Masters,Female,Sales Associate,4465.936296567839,98762.95731190454,3.4547345371619924,4.937774309548354,49.018305483277146
Sales,College,Male,Financial Analyst,5238.346929745358,76503.84807532073,3.864398866769403,1.3090592084027275,56.47688666494231
Operations,Masters,Male,Data Scientist,5134.933135350588,91369.8515663967,1.8419574995252228,4.897979890476307,58.58222456518408
Sales,Masters,Male,Software Engineer,7674.828706408653,69616.42360252375,1.3985055379551294,3.2612451935494007,38.40802808731396
Administration,PhD,Female,Marketing Associate,5971.098843702906,87370.48899734832,4.304418432496982,1.4422152778000807,32.29870899968856
Engineering,PhD,Male,Data Scientist,3158.9651392154274,106714.11311470262,4.760764192401998,4.313531100942521,41.4922892893093
Engineering,College,Male,Financial Analyst,6036.81121841863,103580.63218193734,3.6563664744523985,3.724556354587886,28.828286208752502
Engineering,PhD,Male,Manager,8770.793745775072,131098.115566828,2.140391185918182,3.0315937094617937,64.32809638368352
Sales,PhD,Male,Marketing Associate,3122.8059510798166,130309.61925044516,4.650624132424735,2.984300488963076,57.81941609356816
Sales,High School,Female,Data Scientist,2626.979632318007,74352.0661288785,3.2548442468938816,3.790949079129614,35.53926112407144
Administration,Masters,Male,Driver,4928.145094146779,108781.04636620297,1.7965825618861033,2.9156428057650214,23.430816749265716
Administration,PhD,Male,Software Engineer,5750.874785082255,106806.61051079813,3.0542769524025957,3.2027194182143264,42.61629376967503
Sales,Masters,Male,IT,7799.0713932484305,98093.04563969382,3.7534538906501647,4.8935459267310994,61.324479541359196
Sales,High School,Male,Data Scientist,6752.477454665712,82623.58683997963,1.9935584100252033,2.6521092364325027,54.55049075873432
Management,College,Female,Financial Analyst,6431.423764519814,89954.56416905741,3.9756566512373186,1.6650102723873723,51.046916117540576
Operations,Masters,Male,Data Scientist,4887.287659093954,103299.46421521308,3.699092463286718,2.1676437936718025,63.34904369196802
Operations,High School,Male,Sales Associate,4183.817438269429,113581.82781815446,1.3114863411122126,2.3310162925712468,45.47708966692356
Management,High School,Male,Manager,6284.837302406673,106931.72279466227,1.6204468093313027,3.296888884477024,39.81190427274861
Sales,PhD,Female,Financial Analyst,10340.119537086013,81639.56488040044,2.329595973907323,4.250431413512609,53.4415349437466
Operations,PhD,Male,Data Scientist,7284.518692783786,90605.58841863403,4.611664638579712,2.6534071406715856,55.70546016117207
Operations,Masters,Female,IT,8808.303582982646,92845.9072569512,4.2545840631136,2.8346758636538087,40.423127322377795
Management,High School,Female,IT,9933.360182810597,47614.57679560686,2.7095096399984144,3.8178202227236473,49.45671996899337
Operations,PhD,Female,Marketing Associate,7368.563767975718,109826.19404536928,3.497470030119798,2.878716965108779,49.22787173324602
Administration,High School,Male,Software Engineer,6343.812705540753,93206.87433623245,2.9555089426822025,4.480543299294766,24.36032250209209
Administration,Masters,Male,Software Engineer,9300.586903674803,134790.50613298145,1.2734059881154214,2.3486895629625417,65.40942825692332
Administration,Masters,Female,Data Scientist,7795.603889107204,117165.2109060149,3.541323880726887,4.225864053742745,63.34391648975793
Sales,College,Male,Software Engineer,3739.706969952381,80331.34754926061,4.415710418400517,3.903690245037035,33.475833687588725
Engineering,Masters,Female,Graphic Designer,8335.34003786402,40945.34947673388,4.68506750874457,3.02088018611318,59.36481540510596
Management,PhD,Male,Software Engineer,8607.328640511372,76856.10283151397,4.813708221645731,2.0788558099493204,41.21518913583712
Sales,PhD,Female,IT,5860.053077516679,105280.8007047095,3.033978875785946,2.1793938089230345,49.44237128084727
Sales,Masters,Female,Marketing Associate,7264.398750216669,62267.69371352611,3.368004463505595,4.4565758807248645,34.876308021327205
Management,High School,Female,Marketing Associate,6322.074565716954,107457.85365697698,1.9673048243762747,2.052586261872564,52.05310535609537
Engineering,PhD,Male,Software Engineer,4815.395622049744,84305.93187606797,1.1915303263420607,4.4570824251590215,22.907832087225398
Administration,College,Female,Sales Associate,5414.244091768554,78087.31940455899,1.438252631256177,2.12274654141485,38.044236205494386
Sales,High School,Female,Data Scientist,6719.377512190926,93109.19685001574,2.5123104318787215,2.97206742569584,63.46740785164374
Administration,High School,Female,Sales Associate,4604.281086472383,104172.36530885629,3.2175588552757173,4.17897328469244,37.34152015218329
Administration,Masters,Female,Financial Analyst,4822.785204071003,108818.4782025313,1.4202733703282369,1.6770332462001867,30.303222228826897
Operations,PhD,Male,Financial Analyst,4794.201412929184,72576.07303278432,3.134444050600501,2.9817617957340974,18.237117988336784
Administration,College,Male,Graphic Designer,9700.817193577961,71053.62830985626,3.755562930370616,1.8614671250335562,42.29700570075261
Administration,High School,Male,Software Engineer,6026.42036112035,117681.3401867188,4.52454281572858,4.6021670924882585,50.234071463225085
Engineering,High School,Female,Driver,5561.912923685206,100848.2699757927,2.4773870366164585,1.8746338026134932,58.25400209152729
Engineering,High School,Female,Financial Analyst,4278.272436718071,128071.36735765528,4.89633805318709,2.2311485328094696,29.148484966267052
Management,College,Female,Data Scientist,8109.875137490428,90832.64759778098,2.5916463893475337,2.0419151233019157,44.801160068159774
Sales,High School,Male,Driver,5853.372576236086,115735.75788450154,1.5442046215290701,2.5404423482253673,27.416796064594536
Engineering,High School,Male,Manager,5786.430404366556,77165.34962893283,2.2093816571495677,1.340238640385031,19.130935354328482
Engineering,PhD,Male,Data Scientist,3947.2062449758687,76956.7154981794,3.1049051420951406,3.8003922163275092,31.500554123507698
Engineering,Masters,Male,Manager,7593.089805999054,106551.5477589408,1.8070630008597388,2.462335103335616,20.349252474837467
Operations,College,Male,Graphic Designer,8875.121640407651,40651.82367511305,2.596043403238422,2.5879895880600503,63.05632595867192
Management,High School,Male,Software Engineer,6146.813736216935,97248.68751385329,3.383136954475161,2.834936964711426,28.79453409910345
Operations,Masters,Male,Software Engineer,5805.803711078577,98184.54613438464,2.671373564921117,1.4860643831371823,65.75657883888738
Sales,PhD,Female,Graphic Designer,8103.4045413510175,65882.70847750161,1.7311292556332227,4.502045024487233,35.40320045335122
Sales,PhD,Female,Driver,1958.2303000907395,87843.48123452436,1.7937569979866042,2.5259884545620825,63.79439057092345
Sales,College,Male,Software Engineer,8150.480996878747,99169.24630258277,1.0552761800510932,3.9173985174728054,19.13745859541676
Administration,PhD,Male,Software Engineer,6323.025641452061,104156.71869616453,2.4872069371581875,4.325762751720653,64.33848744024347
Engineering,College,Male,Software Engineer,6731.2448700937275,107508.1482206926,3.755182723273564,1.2706372041285747,32.15253194089996
Sales,PhD,Female,IT,6559.383650028025,74226.66715220956,1.71025288802189,2.913642981513692,57.56820963998056
Engineering,PhD,Female,Graphic Designer,5052.969057724638,88746.86210644798,2.3526036710323113,3.412985457040675,41.994679703836795
Sales,College,Male,Financial Analyst,8664.149329708938,73138.23125838433,2.6611008822922337,1.417543877502955,48.79509691532121
Operations,PhD,Female,Data Scientist,7012.767139378855,110685.15317929034,4.697237884970942,2.185355922282408,58.76994963783303
Administration,College,Male,Financial Analyst,9480.619334784109,133510.5298578517,3.744146705327825,4.701765108280148,38.30389493026523
Management,College,Male,Data Scientist,5639.613854462701,70270.38764662559,3.284033663748292,3.5820667642858095,46.90417563861751
Operations,High School,Male,Sales Associate,7806.132159282784,75778.54607758978,4.873773227582979,4.9105618973591945,21.442749121296483
Administration,Masters,Male,Manager,4118.155415668771,83178.8043645466,4.930203658663308,1.3030301380322955,46.06252861828794
Engineering,College,Female,Marketing Associate,7911.224844613205,111790.86016346083,2.0901372190648138,1.8588209760538117,39.99076517080606
Sales,College,Female,Graphic Designer,6122.255730915907,97226.19001947781,3.9401289986158234,3.5898819323447024,47.48017685989208
Administration,PhD,Female,Driver,6906.437985156486,78456.5196907871,4.170610859217248,2.752698867095182,23.228165538817905
Management,PhD,Male,Sales Associate,5660.6107545776995,71574.36238207966,2.715189140714819,2.5158535203905323,53.259130548017396
Engineering,College,Male,Driver,5728.35085612988,62227.47774901392,2.028503896937811,4.347279326311735,19.84553600336991
Sales,College,Male,Warehouse Associate,9951.33325561663,113653.82942485034,4.617571764019978,3.4824135757784775,64.67022981072549
Operations,College,Male,Financial Analyst,8305.677928719297,94285.60000239426,4.285068743068001,3.300300791163311,19.233283159101465
Administration,PhD,Male,Manager,10149.388625020048,146334.34667843994,2.84188162865361,3.1779494375895148,63.746610342077496
Operations,College,Male,Warehouse Associate,4324.423072536037,84440.32429695904,1.2703750966913536,2.9220858225533597,34.02158884937819
Sales,College,Female,Warehouse Associate,6952.399156373736,94189.79580058497,3.112477190093422,3.388115675284404,29.334610179635177
Engineering,PhD,Female,Marketing Associate,3513.294211343785,126943.4784733601,2.2911908563317134,2.1930773106139334,35.415766222683665
Administration,High School,Female,Data Scientist,5965.6297448357855,125925.34250569867,3.6107838072982887,3.1416605860825384,54.270421353271516
Engineering,High School,Female,Sales Associate,2445.8162841211897,103051.43808391562,1.3102391141120204,1.9767585808774553,28.254051673731794
Sales,College,Male,Manager,7994.1906442470445,96482.12347196523,3.156945795306058,2.0619653368654545,34.11657195305601
Administration,Masters,Male,Software Engineer,5765.382314554114,134596.45522907007,3.496565959180048,2.5997842803695224,24.707411084517474
Management,College,Female,Driver,4722.849061046107,62633.92944431765,1.5564889154413555,2.2165119086742218,25.968723708030964
Management,High School,Male,Graphic Designer,6274.478212836466,119391.98079863284,2.317814096695148,2.790191732114304,51.24413734162632
Engineering,PhD,Male,IT,7494.960720208324,85427.65945543417,2.7301199019853524,2.7093868737424445,59.57717150185318
Operations,College,Female,Sales Associate,7517.891768706171,111367.82622492927,2.9792641501623898,1.4273836181093773,19.431510830866205
Administration,PhD,Male,Marketing Associate,11179.215578678053,75705.4364996874,4.430092708639309,1.7490897355818125,55.36177492296686
Administration,High School,Female,IT,3392.96904586246,74867.98827338686,4.365213023698319,4.324306233679868,63.06769905595099
Operations,College,Female,Marketing Associate,4639.4012943392845,74124.81247750086,1.8653224788875402,1.1834517587589173,45.49099194146766
Sales,College,Female,Warehouse Associate,2558.0381180662803,70637.07314722633,3.709237998003739,2.780929045788506,19.758051355208465
Administration,PhD,Female,Marketing Associate,6506.459615636015,129387.3792382553,2.3512004739048935,3.1827300245711894,51.61366128557061
Management,College,Female,Marketing Associate,7709.446478381908,107734.99421718369,3.977071067717869,4.347776887223725,55.779517194727404
Administration,College,Male,Marketing Associate,4275.912674824036,50691.40512487549,2.6624248067159764,3.0971869966511227,19.732939693947042
Administration,PhD,Female,Marketing Associate,7280.658177186357,88974.10294537045,3.9681832553325993,1.9728365681550248,19.186417601093336
Management,High School,Male,Software Engineer,7603.645531458282,101310.87950970347,1.047648282909127,4.707062220038782,35.92961577245114
Management,Masters,Female,Warehouse Associate,4011.9072987723,75570.47228314022,1.6446210867841997,2.5363029133802986,19.429696284446077
Engineering,College,Male,Graphic Designer,5465.624155274731,117484.72577223512,3.48545022663995,4.8650610407008585,42.068401068696204
Operations,Masters,Female,Warehouse Associate,7277.923420828845,140691.6787903119,4.676679997700259,4.052519467195047,22.864876098334392
Administration,College,Male,Sales Associate,5559.419498870417,101890.94792929327,3.3392046625388887,1.5217553193110023,36.81981876270846
Management,College,Female,Data Scientist,5354.0177971245785,58603.88381259343,1.5657652702270446,2.101150151872605,31.54635161596869
Management,High School,Male,Sales Associate,10552.61906319434,84977.96920477948,4.361790346097387,1.603530807547556,60.648973391846056
Operations,College,Female,Data Scientist,8563.765306125531,125508.45573161643,2.137021447387633,4.242673013822113,43.264638961878106
Engineering,High School,Male,Graphic Designer,7789.800631937491,59845.139978897925,2.3717338432378314,2.513335455292983,59.61088074584015
Administration,College,Male,Driver,7776.244795712339,83836.08246572984,4.7633977234204785,4.800799740249499,60.0585122968444
Operations,College,Male,Data Scientist,5868.601491419136,103762.25336966915,3.374843906487705,2.2438189830130324,19.02285002148981
Management,Masters,Male,Manager,4778.735181690643,126205.12068943922,3.334013832727975,4.893183017548603,22.59703145786933
Sales,High School,Male,Manager,8924.473168205397,80055.79376128752,2.5223453116069967,4.205634167373366,36.956573224634155
Management,High School,Female,Driver,9764.431281248662,114235.23760484243,4.375245475064686,3.1549982553614475,41.9141501527939
Administration,College,Male,Data Scientist,6794.754620946451,88685.75135433534,1.1074025656889153,1.9027435289087133,43.26022924560665
Operations,Masters,Male,Data Scientist,8721.730894727947,84882.99025461382,1.7708843802091736,1.4482177761483581,59.160770776046434
Administration,Masters,Female,Financial Analyst,3862.875301173098,51970.9611902573,4.876593566938242,4.990694431440039,47.679991040208485
Operations,PhD,Female,Manager,4214.082467217444,44938.74653594215,1.8516758896942531,3.6769293020661817,26.03174339529547
Engineering,Masters,Female,Warehouse Associate,8747.142382277914,84782.86877041619,3.7400832619037367,3.1393441739336487,43.71121533798225
Sales,PhD,Male,Data Scientist,6274.711029707079,109864.31442738125,1.25104278610524,1.8058710169967216,55.7068610968699
Engineering,PhD,Female,Warehouse Associate,4472.991385287957,96090.45012684983,3.880232659926023,3.107189298442311,19.196754391758965
Operations,PhD,Male,Driver,5569.381430824549,117556.87955248026,1.433849416861185,1.7225474699023748,43.36354551523688
Management,High School,Female,Marketing Associate,7735.270723498454,72973.59374939876,1.9201491525098757,1.9584232834896342,62.545027301037614
Sales,Masters,Female,Warehouse Associate,7762.407293235767,30016.230120662913,1.639130259257938,2.351357348061807,46.707062642044875
Operations,Masters,Male,Financial Analyst,6785.310091463591,66597.478251253,4.921478859618471,3.3332714763724742,20.853116339155026
Engineering,PhD,Female,Manager,9458.30592632679,87765.23551734902,1.7449512487749113,1.1799730766745795,19.83458576190019
Engineering,Masters,Female,Graphic Designer,8310.061174561773,86240.33109390506,1.1556761040444092,4.228154782549116,63.69263832213504
Engineering,Masters,Male,Software Engineer,5776.140012086589,69846.86766909239,1.2663650194256144,2.473208040775621,38.523316410995065
