hours.per.week,income,race,sex,marital.status,relationship,education,age,education.num
47.89593501957175,>50K,White,Female,Married-civ-spouse,Husband,HS-grad,76.84761324941131,9.0
42.02575633780292,<=50K,White,Female,Married-civ-spouse,Husband,Assoc-acdm,25.252596094931953,12.0
39.0890910107051,<=50K,White,Female,Divorced,Not-in-family,Assoc-acdm,17.016702997552965,12.0
38.27835337542811,<=50K,White,Female,Married-civ-spouse,Husband,Assoc-voc,40.12124602048277,11.0
59.1695085083783,<=50K,White,Female,Never-married,Not-in-family,Some-college,48.044626747205314,10.0
31.51081289387868,<=50K,White,Male,Never-married,Not-in-family,HS-grad,22.955210001534603,9.0
31.73421046453793,>50K,White,Male,Married-civ-spouse,Husband,Masters,76.59115358947801,14.0
38.425706328672334,<=50K,White,Male,Married-civ-spouse,Husband,Masters,82.46438005755003,14.0
38.67580041002185,<=50K,White,Male,Married-civ-spouse,Husband,12th,42.6791405437167,8.0
49.85361461768556,<=50K,White,Male,Separated,Unmarried,Bachelors,34.24754161010196,13.0
41.249497915926234,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,43.87325423858502,9.0
39.90462412588511,<=50K,White,Female,Never-married,Not-in-family,HS-grad,54.80628025635951,9.0
58.42694938960135,<=50K,White,Female,Married-civ-spouse,Husband,7th-8th,67.2260387797166,4.0
65.25977108806399,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,27.641883014226575,13.0
66.8377377766941,>50K,Black,Female,Married-civ-spouse,Husband,Bachelors,77.62342397605073,13.0
41.74766435957995,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,31.188636106929437,9.0
46.96141439647632,<=50K,White,Male,Married-civ-spouse,Husband,Bachelors,26.583218492215963,13.0
37.47685813765123,<=50K,White,Female,Never-married,Own-child,HS-grad,70.35459710793594,9.0
38.577875449642804,<=50K,Black,Male,Married-civ-spouse,Wife,HS-grad,55.22313891193346,9.0
41.3575146274853,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,40.65573930574945,10.0
26.364954879328227,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,66.66439401538464,9.0
57.35950019754982,<=50K,White,Female,Never-married,Not-in-family,11th,34.29667317034233,7.0
19.057000079338508,<=50K,Black,Male,Never-married,Unmarried,HS-grad,86.57839652526793,9.0
29.91405539655169,<=50K,White,Male,Never-married,Other-relative,Bachelors,42.90311956968178,13.0
41.08549404668128,<=50K,White,Male,Never-married,Own-child,Assoc-voc,80.62899575825085,11.0
35.266601216077675,>50K,White,Female,Married-civ-spouse,Husband,Bachelors,67.56502335901813,13.0
49.8185891569194,<=50K,White,Male,Never-married,Not-in-family,HS-grad,20.19227019504018,9.0
36.87470195725812,<=50K,Black,Female,Widowed,Not-in-family,HS-grad,65.5496883740416,9.0
49.97394468974245,>50K,Amer-Indian-Eskimo,Female,Married-civ-spouse,Husband,HS-grad,38.76304873337123,9.0
40.91256534394399,<=50K,White,Male,Widowed,Not-in-family,Assoc-voc,22.097846327895166,11.0
45.591471196257196,>50K,Asian-Pac-Islander,Male,Never-married,Not-in-family,Bachelors,40.38114647740416,13.0
36.018231056060486,<=50K,White,Male,Divorced,Unmarried,Assoc-acdm,52.952958274951854,12.0
27.02872756949626,>50K,White,Female,Married-civ-spouse,Husband,Prof-school,20.848481378248373,15.0
38.17515699409406,<=50K,White,Female,Divorced,Not-in-family,HS-grad,59.245811026643736,9.0
40.80232158607589,<=50K,White,Male,Married-civ-spouse,Wife,HS-grad,32.56298620536773,9.0
39.547624388480955,>50K,Black,Male,Divorced,Not-in-family,HS-grad,77.73253202069702,9.0
35.89075302394011,<=50K,White,Male,Never-married,Not-in-family,Some-college,24.504449822487224,10.0
49.063234841892864,<=50K,White,Male,Separated,Own-child,HS-grad,17.492989464749602,9.0
45.17473940403135,<=50K,White,Female,Married-civ-spouse,Husband,7th-8th,89.92234953329388,4.0
52.16693227044043,<=50K,White,Female,Never-married,Unmarried,10th,57.57298548577868,6.0
38.51527496078799,>50K,White,Female,Married-civ-spouse,Husband,Masters,49.87037580236757,14.0
43.20484660579682,<=50K,White,Female,Never-married,Not-in-family,Preschool,88.48260768922631,1.0
21.834017847244116,<=50K,White,Female,Never-married,Own-child,Masters,35.03383223111936,14.0
38.91103818854481,>50K,White,Male,Divorced,Unmarried,Some-college,43.02440704609131,10.0
40.95451716635637,<=50K,White,Male,Married-spouse-absent,Unmarried,Some-college,47.346188562381045,10.0
44.902378477962785,<=50K,White,Male,Separated,Unmarried,HS-grad,29.348827662720577,9.0
48.59797198556596,<=50K,White,Male,Divorced,Not-in-family,HS-grad,50.99331435440193,9.0
29.154343591871864,<=50K,White,Male,Never-married,Own-child,HS-grad,68.9845013731011,9.0
46.19355025805523,<=50K,White,Male,Widowed,Not-in-family,Assoc-acdm,49.50609399642232,12.0
41.7942752487202,<=50K,White,Female,Divorced,Not-in-family,7th-8th,42.20670636299987,4.0
23.56039308194707,>50K,Black,Female,Married-civ-spouse,Wife,Bachelors,64.69052603473222,13.0
40.95383627104065,<=50K,White,Female,Never-married,Unmarried,HS-grad,26.969876365844797,9.0
41.846488891363386,<=50K,White,Male,Married-civ-spouse,Wife,HS-grad,87.6015255731649,9.0
47.181752467813695,<=50K,White,Male,Never-married,Not-in-family,HS-grad,50.3039102181598,9.0
41.10164294323426,<=50K,White,Male,Divorced,Not-in-family,Some-college,40.14748463583177,10.0
49.43598571821924,<=50K,White,Female,Never-married,Own-child,HS-grad,64.56879357389906,9.0
53.2296251378122,>50K,White,Female,Married-civ-spouse,Husband,Bachelors,19.052790734000112,13.0
57.264359294077046,<=50K,White,Male,Married-civ-spouse,Husband,10th,40.385564064267875,6.0
50.28999963534972,<=50K,White,Female,Never-married,Own-child,HS-grad,68.97778414881422,9.0
45.34448713929014,<=50K,White,Female,Divorced,Not-in-family,Bachelors,59.83320912892507,13.0
27.46647660769596,<=50K,White,Male,Never-married,Own-child,Some-college,89.83657435454703,10.0
57.334798288554886,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,74.41774622468412,10.0
51.07247463391965,>50K,White,Male,Married-civ-spouse,Husband,Prof-school,42.831460581437085,15.0
64.04152293827173,<=50K,White,Female,Divorced,Not-in-family,Some-college,40.786197542659096,10.0
26.825999743944124,<=50K,White,Male,Married-civ-spouse,Wife,11th,83.8316071809884,7.0
51.648290689670965,>50K,White,Male,Married-civ-spouse,Husband,Prof-school,74.85402839240214,15.0
43.73390431416437,<=50K,White,Female,Never-married,Own-child,Some-college,64.64623524408677,10.0
63.55409357949097,<=50K,White,Male,Never-married,Own-child,HS-grad,51.199077841118736,9.0
37.485103270864045,<=50K,White,Male,Married-civ-spouse,Husband,Assoc-voc,25.768825787162655,11.0
29.998841166255723,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,60.177390877938336,10.0
37.07658237242979,<=50K,White,Male,Never-married,Not-in-family,Some-college,24.024531265328704,10.0
53.36614658700611,<=50K,White,Male,Never-married,Own-child,Some-college,83.84034786839572,10.0
60.08860597974999,<=50K,White,Female,Never-married,Own-child,Some-college,41.121724135113055,10.0
41.205243168886,<=50K,White,Male,Never-married,Own-child,Some-college,73.60261430799302,10.0
45.013382233452305,<=50K,White,Male,Never-married,Not-in-family,HS-grad,18.256083894048118,9.0
51.95125857619797,<=50K,Asian-Pac-Islander,Male,Separated,Other-relative,Some-college,24.117402498444154,10.0
42.42877388708411,<=50K,White,Male,Never-married,Own-child,Assoc-acdm,52.99745181711056,12.0
38.16518674676488,<=50K,White,Male,Married-civ-spouse,Husband,Assoc-voc,54.274241640299174,11.0
31.670364816514404,<=50K,White,Male,Never-married,Own-child,Assoc-voc,36.99627922209673,11.0
43.769023879196006,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,72.296949813356,10.0
46.295874381185534,<=50K,White,Male,Married-civ-spouse,Wife,HS-grad,36.936638054519534,9.0
48.777529362264204,<=50K,Asian-Pac-Islander,Female,Married-civ-spouse,Wife,Some-college,31.694854053588326,10.0
33.38896248908111,<=50K,White,Female,Married-civ-spouse,Wife,Assoc-acdm,82.81089953035254,12.0
43.41936973441596,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,35.417049441444405,9.0
46.87403422524464,<=50K,White,Male,Divorced,Not-in-family,Some-college,19.424733179341235,10.0
23.883802225773515,<=50K,White,Male,Married-spouse-absent,Not-in-family,9th,34.6290152204715,5.0
37.78660444365417,<=50K,White,Male,Married-civ-spouse,Wife,HS-grad,33.795137767144666,9.0
26.647656363409794,<=50K,White,Male,Divorced,Own-child,Some-college,59.6222336885798,10.0
30.34105326121419,>50K,White,Male,Married-civ-spouse,Husband,Some-college,32.15591959195931,10.0
47.857737174842136,<=50K,White,Male,Never-married,Own-child,12th,37.590131774811184,8.0
79.0433496924368,<=50K,Black,Male,Separated,Unmarried,11th,34.75984139593633,7.0
37.313870077636366,>50K,White,Male,Married-civ-spouse,Wife,Some-college,86.79396274162517,10.0
50.60597069064401,<=50K,White,Female,Never-married,Own-child,HS-grad,45.906817573495985,9.0
44.608574342376365,<=50K,White,Female,Never-married,Own-child,HS-grad,27.89748242840014,9.0
46.287804826276925,<=50K,White,Male,Never-married,Other-relative,HS-grad,36.119776789667156,9.0
23.54148520727449,<=50K,White,Male,Never-married,Not-in-family,HS-grad,49.28483200499494,9.0
61.57182066032392,<=50K,White,Female,Divorced,Unmarried,Bachelors,70.18722320076482,13.0
41.81299762576822,<=50K,White,Male,Widowed,Not-in-family,HS-grad,62.72474466899208,9.0
53.403304063759805,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,37.51797290309764,9.0
46.27778804005249,<=50K,White,Female,Married-civ-spouse,Wife,Masters,56.126546819377516,14.0
32.59182474898295,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,65.81109528756203,10.0
37.56626886743666,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,22.16658910547256,9.0
34.12406462965599,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,85.88994357074313,13.0
48.36298185821588,<=50K,White,Female,Never-married,Not-in-family,Bachelors,72.53295799975078,13.0
40.33001881064801,<=50K,Asian-Pac-Islander,Female,Married-civ-spouse,Husband,Masters,31.663633081724434,14.0
30.859282725185306,>50K,White,Male,Married-civ-spouse,Husband,Doctorate,67.22683997241857,16.0
25.12264836650225,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,78.54579209373591,13.0
30.641694833445886,<=50K,White,Male,Never-married,Not-in-family,9th,82.34387210954321,5.0
54.627455943961714,>50K,Amer-Indian-Eskimo,Male,Married-civ-spouse,Husband,HS-grad,39.61355218354602,9.0
61.503351938792534,<=50K,White,Male,Married-civ-spouse,Own-child,HS-grad,34.45714202801423,9.0
32.76424017817608,<=50K,White,Male,Never-married,Own-child,Some-college,57.39665243371307,10.0
45.57721272178104,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,30.60110189738064,10.0
55.73667641683452,<=50K,White,Female,Divorced,Not-in-family,Some-college,31.27138237179653,10.0
30.55956466632179,<=50K,White,Female,Married-civ-spouse,Husband,Assoc-acdm,17.370412306497304,12.0
53.57934760701198,>50K,White,Male,Married-civ-spouse,Husband,Assoc-voc,48.62113922439906,11.0
41.14410506545313,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,89.22848793864831,10.0
33.781479178889,<=50K,Black,Female,Never-married,Not-in-family,HS-grad,38.71740878732537,9.0
45.979782167196404,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,34.91330985585943,9.0
24.574900301094686,<=50K,White,Male,Separated,Unmarried,Bachelors,23.534203708953154,13.0
30.242948347101652,<=50K,White,Female,Never-married,Not-in-family,Some-college,60.48729303196738,10.0
35.87319995010702,<=50K,White,Male,Married-civ-spouse,Husband,9th,78.23118352396492,5.0
35.78941987174104,<=50K,White,Female,Separated,Unmarried,Some-college,54.3269304579388,10.0
43.78409299428395,<=50K,White,Male,Never-married,Not-in-family,HS-grad,32.41447175428898,9.0
37.54199688465636,<=50K,White,Male,Never-married,Own-child,5th-6th,65.22494451426135,3.0
50.12668682264213,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,79.62837977357644,9.0
42.87490419389882,<=50K,White,Female,Never-married,Own-child,HS-grad,56.35917677476032,9.0
35.306575096922586,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,18.88701973184232,13.0
38.881990440504495,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,87.07338500420266,9.0
36.49750146807212,<=50K,Other,Male,Never-married,Not-in-family,10th,43.84643539928442,6.0
26.40738595753811,<=50K,White,Female,Married-civ-spouse,Husband,10th,23.0691561853935,6.0
30.155029954199634,<=50K,Other,Male,Never-married,Other-relative,HS-grad,26.120009291667202,9.0
38.70558062198515,<=50K,Black,Female,Never-married,Not-in-family,Bachelors,63.52478974228425,13.0
23.523477554448576,<=50K,White,Male,Married-civ-spouse,Wife,9th,55.00459246425927,5.0
51.22918295699827,<=50K,White,Female,Widowed,Not-in-family,HS-grad,87.86482500880334,9.0
34.08255971123826,<=50K,White,Female,Never-married,Own-child,Bachelors,43.19304530190516,13.0
38.39702701632519,<=50K,White,Female,Never-married,Own-child,Bachelors,19.774442641734446,13.0
28.569217346209005,<=50K,White,Male,Never-married,Not-in-family,Bachelors,83.85746062530752,13.0
30.80844488963276,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,30.42095755652627,9.0
46.06715267600683,<=50K,White,Male,Never-married,Unmarried,Some-college,29.489665920282647,10.0
55.93979577121652,<=50K,White,Female,Divorced,Not-in-family,HS-grad,88.12298696302945,9.0
29.81084064201956,<=50K,White,Male,Never-married,Other-relative,Assoc-voc,33.38575516346884,11.0
46.59826470422415,<=50K,Black,Female,Married-civ-spouse,Husband,HS-grad,32.49229392321378,9.0
38.77993112306258,>50K,White,Male,Married-civ-spouse,Wife,HS-grad,70.8363771844397,9.0
37.006407167612224,<=50K,White,Male,Never-married,Own-child,Assoc-voc,68.26965903843018,11.0
24.163329385472643,<=50K,White,Male,Never-married,Unmarried,Bachelors,63.36988472663712,13.0
60.75263365586008,<=50K,White,Male,Never-married,Not-in-family,HS-grad,26.8911212871887,9.0
29.308325507771833,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,35.1887638260832,9.0
36.57870385108621,<=50K,White,Male,Married-civ-spouse,Husband,Assoc-acdm,86.5542904116439,12.0
40.0690860430595,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,74.3520273784386,9.0
44.47903423671868,>50K,White,Male,Married-civ-spouse,Husband,Some-college,61.1114381506752,10.0
40.641809020888346,<=50K,White,Male,Never-married,Own-child,HS-grad,83.94428111366888,9.0
32.70113637298003,<=50K,White,Female,Married-civ-spouse,Husband,10th,67.80736741181903,6.0
29.800304773479013,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,30.51135405967345,9.0
51.05549757243293,<=50K,Black,Male,Never-married,Not-in-family,Assoc-voc,36.37569971413397,11.0
34.00591720572952,<=50K,White,Male,Divorced,Own-child,Bachelors,54.757067127599235,13.0
28.887571740798737,<=50K,Black,Female,Married-civ-spouse,Wife,Bachelors,54.29041145855546,13.0
32.816796825629396,<=50K,White,Female,Divorced,Not-in-family,11th,29.82005490806616,7.0
56.28257356429377,<=50K,Black,Male,Widowed,Other-relative,10th,46.63683625561738,6.0
33.440276807168964,<=50K,White,Male,Never-married,Other-relative,Assoc-acdm,85.31629122477192,12.0
39.92658658172709,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,39.47245129130246,9.0
25.97145692986771,<=50K,White,Female,Never-married,Unmarried,HS-grad,79.83379953602767,9.0
18.50307323582948,>50K,White,Female,Married-civ-spouse,Husband,Bachelors,23.03914176325152,13.0
58.77018405434856,>50K,White,Female,Married-civ-spouse,Husband,Prof-school,36.89123332829587,15.0
66.46958363638232,<=50K,White,Male,Divorced,Not-in-family,HS-grad,67.45493474389303,9.0
40.26776622217726,<=50K,White,Female,Never-married,Not-in-family,HS-grad,70.242516415354,9.0
43.71504574460938,<=50K,White,Male,Never-married,Own-child,HS-grad,80.47984138475529,9.0
46.94048436157514,>50K,White,Female,Married-civ-spouse,Husband,Prof-school,20.633193924793794,15.0
8.959046516464383,<=50K,White,Female,Married-civ-spouse,Wife,Some-college,53.2546411495206,10.0
47.33713590341054,<=50K,Black,Female,Separated,Not-in-family,HS-grad,35.49591736092809,9.0
32.599467167899995,<=50K,White,Female,Never-married,Not-in-family,HS-grad,63.33524370264084,9.0
32.09009901824985,>50K,Amer-Indian-Eskimo,Male,Married-civ-spouse,Husband,Assoc-voc,32.87073338475237,11.0
25.55785066843823,<=50K,White,Male,Never-married,Not-in-family,HS-grad,85.89097720451375,9.0
32.15157658646082,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,34.692936018394136,10.0
32.29299512695282,<=50K,White,Male,Separated,Not-in-family,HS-grad,29.751839436410194,9.0
53.950798942908825,<=50K,White,Male,Separated,Not-in-family,10th,38.90319534012632,6.0
49.68709811571492,>50K,White,Male,Married-civ-spouse,Husband,Some-college,66.77626447072151,10.0
54.886126686901676,>50K,White,Male,Never-married,Not-in-family,Some-college,73.15245471246396,10.0
44.13157714663924,<=50K,White,Male,Divorced,Unmarried,Some-college,54.88745753967156,10.0
36.26565695384587,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,51.134491634535756,13.0
27.917849144024796,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,17.679953493104378,9.0
49.07015550771019,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,22.73629165230975,10.0
40.84810727262766,<=50K,White,Male,Never-married,Not-in-family,Assoc-acdm,24.11719745333516,12.0
29.566419885365583,>50K,White,Male,Married-civ-spouse,Husband,Some-college,85.129204627253,10.0
38.18467914967327,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,19.312565761210823,10.0
29.88960879562468,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,71.42153737441325,9.0
30.77320087901724,<=50K,Other,Male,Married-civ-spouse,Husband,Masters,34.37356419264074,14.0
45.565762214096644,>50K,White,Male,Married-civ-spouse,Husband,Prof-school,75.99106068290456,15.0
47.80398103505953,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,74.93618470954911,9.0
36.41521610569154,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,45.8697951730298,9.0
27.58157845749,<=50K,White,Male,Married-civ-spouse,Wife,HS-grad,59.14115846749185,9.0
31.770061978605348,<=50K,Other,Female,Divorced,Not-in-family,7th-8th,28.72651049214578,4.0
37.608571791987465,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,55.86104437803,9.0
10.947627329308219,<=50K,Black,Male,Never-married,Own-child,HS-grad,63.29001904110684,9.0
31.00027858544052,<=50K,Black,Male,Divorced,Not-in-family,Masters,21.837298821959966,14.0
37.376281930161134,<=50K,White,Male,Never-married,Not-in-family,HS-grad,52.82908061966736,9.0
57.88672620318391,<=50K,White,Female,Never-married,Own-child,HS-grad,29.622724490961964,9.0
25.235319513039755,<=50K,White,Male,Never-married,Own-child,7th-8th,21.490546118137498,4.0
55.09631905232201,<=50K,White,Female,Never-married,Own-child,HS-grad,65.86253983609456,9.0
47.082952263859966,<=50K,White,Male,Never-married,Own-child,HS-grad,70.80160115074388,9.0
30.83753990851382,>50K,White,Male,Married-civ-spouse,Husband,Some-college,61.65964928507569,10.0
56.327475387208125,<=50K,White,Male,Separated,Not-in-family,Some-college,30.430354485091243,10.0
35.07572202982183,<=50K,White,Female,Never-married,Unmarried,Some-college,18.323998127369443,10.0
44.27613992433021,<=50K,White,Male,Married-civ-spouse,Husband,Assoc-voc,68.30777991944727,11.0
42.1318810319769,<=50K,White,Male,Never-married,Not-in-family,Some-college,81.32123771004429,10.0
43.52288674448568,>50K,White,Female,Married-civ-spouse,Husband,HS-grad,44.735717861250066,9.0
45.9699530340134,<=50K,White,Female,Separated,Other-relative,HS-grad,31.648008096035582,9.0
69.06773172557084,<=50K,White,Female,Never-married,Own-child,Some-college,86.65784473474821,10.0
32.285497793247636,<=50K,White,Female,Never-married,Own-child,Assoc-acdm,57.020386339285615,12.0
32.77525057339027,>50K,White,Male,Married-civ-spouse,Husband,Masters,63.61665127298485,14.0
65.16084487482476,>50K,White,Male,Married-civ-spouse,Husband,Some-college,36.75678004830039,10.0
40.174405936574246,>50K,White,Male,Married-civ-spouse,Husband,Masters,49.99345913674833,14.0
42.69986919959644,<=50K,White,Male,Never-married,Own-child,9th,78.81262695165404,5.0
37.15414798931057,>50K,White,Male,Married-civ-spouse,Husband,Some-college,20.31263384075957,10.0
60.61417970998272,<=50K,Asian-Pac-Islander,Female,Widowed,Not-in-family,12th,31.14849989666863,8.0
40.67076846461854,<=50K,White,Female,Never-married,Not-in-family,Some-college,38.35477580697089,10.0
42.97055194390923,>50K,White,Male,Married-civ-spouse,Wife,HS-grad,85.93468234563117,9.0
46.00365286620657,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,27.685986261195264,9.0
25.00064791232662,<=50K,Black,Female,Divorced,Not-in-family,HS-grad,53.33172956790578,9.0
40.41318372500508,<=50K,White,Female,Married-spouse-absent,Not-in-family,HS-grad,39.23142938136009,9.0
24.787254191359484,<=50K,Asian-Pac-Islander,Male,Never-married,Own-child,10th,47.05732592645013,6.0
50.06737659823714,>50K,White,Male,Married-civ-spouse,Husband,Some-college,79.84007012962998,10.0
28.311062967754015,>50K,White,Male,Married-civ-spouse,Wife,Bachelors,20.753592260533118,13.0
43.18546955421868,<=50K,White,Male,Divorced,Unmarried,Bachelors,68.63475978223389,13.0
42.22872700172702,<=50K,Black,Female,Divorced,Not-in-family,Some-college,73.87371394488511,10.0
28.641761438520895,<=50K,Black,Female,Never-married,Own-child,Some-college,77.88751756936531,10.0
18.215262442977828,<=50K,White,Male,Divorced,Unmarried,Some-college,42.14738742583489,10.0
27.822537970307643,<=50K,White,Male,Never-married,Own-child,Some-college,62.10234538870321,10.0
31.339215155385574,>50K,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Bachelors,43.72291831085718,13.0
35.05375839485892,<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,84.10942157628453,9.0
22.637150014086863,<=50K,White,Male,Never-married,Own-child,1st-4th,39.71044890107159,2.0
49.54024923438285,<=50K,White,Male,Never-married,Own-child,HS-grad,44.50237532089257,9.0
36.78726782861933,>50K,White,Male,Married-civ-spouse,Husband,HS-grad,85.02313592589846,9.0
31.26144661919691,<=50K,White,Male,Divorced,Not-in-family,10th,87.83853598401161,6.0
43.55832548336731,>50K,White,Male,Married-civ-spouse,Husband,Masters,69.8528805598416,14.0
49.82641493033462,<=50K,White,Female,Married-civ-spouse,Husband,Some-college,38.64027287034523,10.0
43.34808044926135,>50K,White,Male,Married-civ-spouse,Wife,Bachelors,75.6003088641218,13.0
45.87786079400734,<=50K,White,Male,Never-married,Own-child,HS-grad,51.374219857242046,9.0
43.80285469176017,<=50K,Black,Male,Never-married,Not-in-family,10th,89.70189401076284,6.0
23.92019745311574,<=50K,White,Male,Never-married,Not-in-family,Some-college,64.92672412324363,10.0
34.258932659779845,>50K,White,Male,Married-civ-spouse,Husband,Masters,54.70744003869086,14.0
48.3215118149534,<=50K,White,Female,Married-civ-spouse,Wife,Bachelors,67.63150718736625,13.0
41.621878726382235,<=50K,Black,Male,Married-civ-spouse,Husband,HS-grad,81.23992105509286,9.0
37.86648049652794,>50K,White,Male,Divorced,Unmarried,Some-college,48.366048834738436,10.0
34.23272217066911,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,65.72489852607816,13.0
48.525647591307404,>50K,White,Male,Divorced,Not-in-family,HS-grad,54.62763167323277,9.0
51.629669181472224,>50K,White,Male,Divorced,Own-child,Assoc-voc,67.28684371652528,11.0
44.52486929010463,>50K,White,Female,Married-civ-spouse,Husband,Bachelors,86.21345890765026,13.0
25.624388088273413,<=50K,White,Female,Married-civ-spouse,Wife,HS-grad,64.33645727698918,9.0
47.642793612221716,<=50K,White,Male,Divorced,Unmarried,HS-grad,17.600482227464486,9.0
31.383863702664573,<=50K,White,Female,Never-married,Own-child,Assoc-voc,85.86746754309068,11.0
43.40798073161891,<=50K,White,Male,Married-civ-spouse,Husband,Some-college,71.10585241036483,10.0
39.118527697887515,>50K,White,Male,Married-civ-spouse,Husband,Assoc-voc,72.62385315694665,11.0
29.760186013084557,<=50K,Black,Female,Married-civ-spouse,Husband,Assoc-acdm,20.309750375789914,12.0
40.60565439072528,<=50K,White,Male,Never-married,Not-in-family,Bachelors,22.145978181302688,13.0
40.72120428731175,<=50K,White,Male,Never-married,Unmarried,11th,70.23454124365011,7.0
35.57292169798521,>50K,White,Male,Married-civ-spouse,Husband,Some-college,19.273585777494613,10.0
25.794064987530707,>50K,White,Male,Married-civ-spouse,Husband,Bachelors,17.633455994091676,13.0
67.61407160248562,<=50K,White,Female,Divorced,Unmarried,7th-8th,27.91697671756986,4.0
41.164702812374365,>50K,White,Male,Divorced,Not-in-family,Bachelors,46.802610062665664,13.0
37.34534131570007,<=50K,White,Male,Divorced,Unmarried,Assoc-voc,70.03154896278934,11.0
34.43532241733095,>50K,White,Male,Married-civ-spouse,Husband,Masters,50.60461565418866,14.0
42.89875150750354,<=50K,White,Male,Never-married,Not-in-family,Bachelors,56.20171245369465,13.0
39.64481714882309,<=50K,White,Male,Divorced,Not-in-family,11th,17.86548960595798,7.0
30.32020993393673,<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,39.6942639972463,9.0
